Name_A,Arizona,Arizona St,Arkansas,Auburn,Baylor,Boise St,Col Charleston,Colgate,Connecticut,Creighton,Drake,Duke,F Dickinson,FL Atlantic,Furman,Gonzaga,Grand Canyon,Houston,Howard,Illinois,Indiana,Iona,Iowa,Iowa St,Kansas,Kansas St,Kennesaw,Kent,Kentucky,Marquette,Maryland,Memphis,Miami FL,Michigan St,Mississippi St,Missouri,Montana St,N Kentucky,NC State,Nevada,Northwestern,Oral Roberts,Penn St,Pittsburgh,Princeton,Providence,Purdue,San Diego St,UC Santa Barbara,SE Missouri St,St Mary's CA,TAM C. Christi,TCU,Tennessee,Texas,Texas A&M,TX Southern,UCLA,Louisiana,UNC Asheville,USC,Utah St,VCU,Vermont,Virginia,West Virginia,Xavier
Iowa St,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30422784310805867,0.38462236211028233,0.6800173743199147,0.6061374254636234,0.3000760285558601,0.29095188977577624,0.4141280063800426,0.48744322908000975,0.4086916792586652,0.4968124984751724,0.5193928746527094,0.4799188541023145,0.7167260011098583,0.798470051252436,0.475929433702467,0.6019529142053608,0.5190295350611226,0.5399158418486725,0.6367793146351248,0.5416950472143967,0.6773636424056013,0.4362959505046955,0.19999723394568825,0.37310873702577374,0.6250848354737328,0.8250378744671036,0.303467340686115,0.7568070169615497,0.381901596930852,0.23986022834714252,0.2453299358304511,0.3885471503664423,0.8888199320358969,0.18592531134570356,0.6031145498481543,0.7313083455055592,0.5092572379120233,0.4483139211194669,0.554776382722935,0.6462380134971077,0.3791844688626536,0.4327157499930955,0.3676866511842175
Kansas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6118161695012696,0.8128750244528014,0.7873344800262307,0.5485157833460598,0.5315302987360885,0.6726011637771301,0.7027069268580723,0.6625810882235825,0.6919632674927504,0.7441865463905878,0.6638965353481623,0.8653736664549913,0.9036563727327714,0.6809676906607922,0.784590770703626,0.6816727619782974,0.7188473466690066,0.7830316276590843,0.7702635703762382,0.8287781524656284,0.679839826156964,0.4084008997300864,0.6359469976542133,0.7800782501556325,0.9186417547827552,0.5444213327109884,0.8696665017200251,0.608526882573403,0.43336769688350246,0.4681725421465867,0.641334437747887,0.9460774409128532,0.34434825108924233,0.7775683021228995,0.8236593033808757,0.7351016865624731,0.6745640294994593,0.7361713384106492,0.8196234253028705,0.6214877631640954,0.6977158230493098,0.6363954517873868
Kansas St,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7332601543127345,0.6610086160786125,0.4387148865700743,0.3686161088301813,0.5143713548475479,0.5426023299512608,0.4884578897216753,0.6119334382073974,0.5891905142363306,0.5709733724531981,0.7811876582576466,0.8346800007022221,0.5578474081338766,0.6791765248163204,0.567642432487154,0.6475619829742324,0.706229897922162,0.6387984765159744,0.7157236351926777,0.5238115409481031,0.22678767698648253,0.443948402949394,0.7172581784878682,0.8750161297359638,0.32827779215531566,0.8140090275676117,0.4898210646124754,0.3049959685405663,0.26399745352890797,0.4697022806866859,0.9171546804468422,0.2257446409187872,0.6839660497823217,0.7270203435766753,0.5969390239463566,0.5517960805060127,0.5805417718252577,0.7157823024318491,0.4984044441782478,0.5289497485003269,0.42215636371736914
Kennesaw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2381306369263815,0.1319189531405437,0.09545500477622028,0.2046202683570342,0.2037101435790923,0.16780502323335533,0.23380788665657465,0.2324440290891628,0.20278743195517904,0.437597245643016,0.5303688998866101,0.1917524886450516,0.27117388021450567,0.1992428070545417,0.23291257318918257,0.32576580101946384,0.25938754269964553,0.41037959391314494,0.197749459469222,0.07842238009310716,0.13628226207332306,0.3913744705901651,0.7435148581508428,0.1047240893521706,0.538349301205089,0.1658679061222504,0.08389292784509102,0.08229421661274987,0.19459191054303815,0.8315413840918805,0.07050030730432608,0.308918492828436,0.43323589237937427,0.2156822425253212,0.20196338692822277,0.2242342624577515,0.3663899491976377,0.1535970254382778,0.21412352740293145,0.1364791992475644
Kent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27120983431903745,0.21511682263663945,0.30719383871178335,0.28591040872030066,0.29072710489687986,0.3486782782890192,0.43013189469281016,0.3794618314806026,0.6170601877601962,0.7408161215766116,0.340213434422334,0.488323292869584,0.37286663323492353,0.40766154002662136,0.506269902249195,0.4774062703115717,0.6121238904314814,0.32662790008893844,0.15533538849286346,0.27361004834939084,0.5504895404667944,0.8486727965671378,0.24586826852395827,0.7016222332980045,0.2946774614254966,0.16108159429949745,0.17263570609814025,0.26750302355313316,0.8890060053919666,0.1194545176301422,0.5252965789744326,0.6211216745459799,0.3428873145644981,0.31288810418268653,0.4159165805354588,0.5767865330244302,0.2458956410011672,0.3130718213287184,0.2501694862273371
Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3489216466175728,0.5533358298979083,0.5189070275173516,0.4868091803880464,0.5924280234297838,0.59772496696833,0.579523279224472,0.7676061500889872,0.8125713646719741,0.5350099460942709,0.646511175080354,0.5489479290266864,0.6128403761210444,0.7395990566303617,0.6554767745498967,0.7577944646459535,0.4881637430623218,0.3031329972421055,0.4737202338445794,0.739265611199098,0.8727227640670553,0.32962093211471755,0.8078604463026373,0.5058424241251791,0.3479422702488721,0.29103368756881515,0.46239915612257687,0.9016796677791726,0.2260404536484301,0.6829214154771881,0.7538352729445595,0.612707684117457,0.5439892194930336,0.5788799127691213,0.7188231644675609,0.4758599164664542,0.5386437750693472,0.4119289403249554
Marquette,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673445712509152,0.6597816383759267,0.6293425285366674,0.7385890430934186,0.7720810759465376,0.7502062239692407,0.8397385905654356,0.8812121829009157,0.7166261166341309,0.7834122415895095,0.6941919014679422,0.739962095979586,0.7940148718890881,0.7737809405798207,0.8381363136999819,0.6792750384390023,0.3902322800329484,0.6413142218600133,0.8254861719447114,0.9242072126156342,0.4554430140842921,0.8839531760185398,0.654353479673057,0.4765343224759496,0.47640388795215893,0.6188526568674527,0.9347388055838076,0.3416393446286914,0.7726711948620334,0.8000911608056716,0.7137266043317124,0.6882639084895673,0.6854075594447024,0.8013967233690344,0.6238957579835976,0.6875997832034677,0.581210430885932
Maryland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4478825530719346,0.3808418867905727,0.5340746812294102,0.5157236156948255,0.4365871942613344,0.6888883483274062,0.7796373666813473,0.42615618984112,0.5586918372130892,0.47762728773951935,0.5425185218330201,0.6316414385714589,0.5380724601667924,0.6798802390780336,0.43584038744126846,0.21008427373868196,0.3745909553932735,0.6044035528761961,0.825052921657769,0.2390478127680642,0.7913554156061828,0.39957586111249926,0.25524766679503974,0.2324740754145299,0.35563147741409973,0.8811770623241945,0.15648695656331593,0.5980093457728665,0.6851761624907331,0.49665126507755,0.4052878354986396,0.4842043745552138,0.6353783147640865,0.35343004781425524,0.4154899425379637,0.30188981800612286
Memphis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3984465966899048,0.5092027514139749,0.5900102153268102,0.5207567105037383,0.7142808504481393,0.7638800895540935,0.554587679963175,0.5737257519258127,0.5099694090161507,0.5931285787718973,0.6450899826067513,0.5533517468577606,0.702444935058974,0.4770928464759749,0.24599424408846235,0.4062465756010073,0.7040300556547839,0.8400220882063113,0.2922688114397753,0.8000970179869303,0.38714430618404727,0.28726516357805426,0.2646367282068503,0.3796303238182503,0.8955042827781149,0.16587401918097683,0.5956429764376344,0.7228472494134821,0.5154348073412931,0.4597918076782236,0.47899794115524574,0.65923875751339,0.41108141785575303,0.4843184195449507,0.3490939250180865
Miami FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541662772278665,0.6346798727434626,0.5724240129025694,0.7565803393899818,0.8118075314577714,0.5139508502270395,0.649798569676741,0.5412644184110704,0.6252303982031872,0.6603716876418033,0.6170901794898274,0.7540676955605164,0.4994756261429612,0.2645191923800872,0.4363715304280277,0.7117920580762602,0.8525706677297866,0.3462438043980578,0.8078863011639598,0.4592399752051441,0.34545185475482165,0.3059249529846741,0.39377021646496546,0.912963462662914,0.18565330542305217,0.6713913887487547,0.7395299413054884,0.5551815968190347,0.50408471543848,0.5810430773215598,0.7109212820859748,0.4487098961512538,0.5088264796638012,0.38576608489821046
Michigan St,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5293408482782932,0.4898515591704508,0.6833606977511346,0.7339575183557913,0.4663635115079467,0.5339026138894629,0.43540655521882704,0.4689824096003066,0.5664223281456686,0.539052910533991,0.6969029607642327,0.45362706449320545,0.20274456597543983,0.38402652963473094,0.6899152404566131,0.8340243129145172,0.25517195390172986,0.8083547045587177,0.37561755948984094,0.26079292861410175,0.22862270401117557,0.3335415925676454,0.8804254662136395,0.1586609371069311,0.5446612859175607,0.6568871375514652,0.49629072748207537,0.43187732535150947,0.43856091533228064,0.6333796983864733,0.3644996894151675,0.39575236038366335,0.2908235464485768
Mississippi St,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4943201122011641,0.6838048498358972,0.7569513206417284,0.43375106409004965,0.5624070038743846,0.4855004985989725,0.5596001994079469,0.6403700085365113,0.5680514769314519,0.6879922444937162,0.3868682700657944,0.21791248976410468,0.32786249679791313,0.6483246178754055,0.8621364243287993,0.2733079479083721,0.8013114662915298,0.3795305317245752,0.2279767447077324,0.26244338689051716,0.38665374909990424,0.910958220563896,0.1398811262644509,0.5737983714717482,0.711960984930613,0.4277546616665496,0.42012911754225574,0.5436193930821873,0.5910264685302077,0.3448817528312524,0.44309851211034507,0.31929196606438276
Missouri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7029524855601242,0.7515864541858355,0.4670895110510416,0.5556326241564847,0.46821457191429616,0.5528629454057178,0.6072407713607636,0.5839769103511119,0.6986897950075167,0.43775126952256127,0.22647880758661704,0.3490214665462148,0.6671600583698825,0.8803107399705226,0.24834302178718803,0.7991623135830884,0.33974280841760107,0.2613855497638343,0.2562384250322565,0.35184161179034285,0.9022799244059948,0.16159361575162262,0.615979619829837,0.6711130597068307,0.49602186110580193,0.41397742494077944,0.5185762687945367,0.6697271166788183,0.3260847038169505,0.4316129559166601,0.33827780082202
Montana St,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6171031802543234,0.215677052337204,0.2800246921395893,0.2414006280068955,0.2906633373758013,0.4148523629241546,0.27655471344980453,0.46413592000125575,0.20998073299000483,0.0812989987997846,0.16957971408212733,0.41048922663052473,0.7642087383558717,0.1161060924913252,0.5867745952747785,0.17193309159047607,0.09608422106983136,0.0815900023469203,0.17409308407362972,0.8437332146799494,0.06210131842445233,0.2939807301854988,0.46779575083887953,0.23965905663424653,0.24466700776537045,0.20398491466763263,0.40819417464896735,0.166113811885016,0.22107187820361776,0.13773527866667343
N Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21870466590635657,0.2989845565166427,0.2082834142452212,0.22437137577510996,0.2990526482603687,0.2424583985175649,0.3920059604442978,0.20425731709544892,0.0737285598259159,0.1288750385138322,0.3457502181549316,0.6906165475034142,0.08684772729567111,0.49090343482171217,0.1240418821374614,0.07452189306747706,0.0685012423206471,0.1473422689324811,0.8236215684444947,0.06557719327511607,0.2680791980758438,0.4213194157941252,0.20148979627945277,0.2090478728310581,0.2281893538382662,0.3112929778026628,0.1298495743631099,0.15480922772237243,0.11255614681602956
NC State,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5904208487024031,0.43444565994593193,0.5886646129642347,0.615273100025986,0.5705654518193298,0.7147265048095464,0.4488173171055094,0.2260545464735479,0.3256396900743702,0.659032923906987,0.8704512680999233,0.23132405476646536,0.7850140252009178,0.34324429042067556,0.22298339579558185,0.2332994550599768,0.3632065405121632,0.9130546538918186,0.14966052913234595,0.6179480803560596,0.6843347536418039,0.449836866872925,0.4584680817183672,0.4522413656762406,0.6500991432860476,0.351548136314311,0.4270408135785486,0.34180398422570113
Nevada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3897755535233339,0.4503208565598088,0.6201161868982658,0.5134256570405465,0.6381437062634808,0.33580836020065247,0.15581434450949302,0.23654046167736248,0.5680857488132444,0.8604169436378877,0.1946296752281597,0.714357641406158,0.278047422540474,0.1715053738498153,0.1800399739317054,0.2959550128823444,0.9127615218237064,0.1379606403305104,0.5536100547653889,0.6672133442898759,0.36355273617881384,0.36099497432705474,0.360414212897064,0.5802647373997741,0.2514356628094184,0.35631528370548293,0.2786198311874009
Northwestern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5957025221051775,0.7322381667704662,0.6372110238911322,0.7313355875153329,0.48734502230644666,0.27528994939200474,0.3641786503169647,0.684529625216746,0.8814320911194113,0.33977074844751964,0.8288001398803615,0.45561333885950367,0.2571426663563343,0.3300625512116252,0.4493240920225266,0.8974617888370723,0.1937192432720669,0.6298253790125313,0.7541436106274794,0.5471299370955003,0.47534025100863886,0.5520290994522387,0.6539144497141618,0.361421459980007,0.49298914314259307,0.402156982306339
Oral Roberts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6013385413667466,0.5805963023065018,0.7356039452874653,0.4214753991622651,0.23127897382114396,0.34951364013115216,0.6954037439890912,0.900937761797606,0.28217553654560207,0.7837159126492568,0.2956845458319055,0.26545635645373483,0.2253648019241177,0.34640409093703217,0.9139705103957688,0.1571733432471959,0.6102093293655211,0.7450770407755282,0.43290571774493414,0.45687508449830183,0.4684970144439704,0.7049139493544219,0.3641859207112054,0.38193478475460735,0.3234573835831598
Penn St,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45908943692226606,0.5606147484516383,0.27016436301993346,0.13399453609459527,0.2104396540265826,0.49437348591432834,0.7640571740637495,0.21305049543079857,0.7051543466788995,0.24166073118729312,0.14643603178001582,0.17419447561113133,0.22580636158611017,0.8402056140254867,0.08727475684353848,0.4667294169404442,0.5810989458515323,0.33061726590561086,0.3010147349731998,0.3669090784021866,0.5326901280514817,0.21528115468002043,0.295951016602492,0.2314725165425272
Pittsburgh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6391293677080778,0.3521554273331771,0.16428803467302833,0.2719525437275527,0.6026707531502776,0.8425132438260919,0.20335465945824535,0.6918902309531791,0.2701682854043363,0.19611295709030763,0.2031255091372446,0.26578578321684304,0.8935484265219154,0.12501239028659536,0.5145971152022212,0.6538445199615951,0.3506932626080094,0.3182685592552834,0.375819911774032,0.5831803802007124,0.265187442334111,0.31960654628450474,0.2645279753147583
Princeton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17997130424440785,0.06953648272536045,0.13659434355448688,0.32513711170173853,0.6957572823630065,0.07972261156744968,0.469473264244541,0.1529978087639581,0.08798703342577566,0.08165745176874485,0.14496905721759698,0.8222211477239604,0.0524239719287408,0.2453978393973932,0.3844285722392967,0.22671797582566663,0.1668462958282296,0.18091091912788976,0.3091024550815508,0.12497455233511108,0.1814072909271987,0.10973140322285316
Providence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20567235318040583,0.3582425368118213,0.6667142511043836,0.8598389891172484,0.2484126430132545,0.7473221895049227,0.36618953968776,0.20918944582911328,0.21014676385813777,0.3604740300019215,0.8872076386491194,0.13238637175700751,0.5566072621982402,0.6684012683420876,0.4304978591234653,0.4312652347620887,0.4349292700786722,0.6535984679623925,0.35644668336722635,0.41275663483787584,0.29571646183571765
Purdue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6241516266730381,0.8105462538391198,0.9175880121420376,0.5002388471936319,0.8834451457194449,0.6040834129080466,0.4700429735423483,0.4931733253332225,0.6144259186734072,0.9428517565659736,0.34090617438412557,0.8043529487908201,0.8277902700451235,0.7287844003587529,0.6849043426237971,0.7053971628308057,0.8092860643661155,0.5954352597857234,0.7380561462778569,0.5722723161573361
San Diego St,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7214564127392825,0.8827257406025346,0.29878198660264665,0.8051250768872834,0.4505899828054676,0.2950025577149922,0.2831461861722422,0.4761620119101218,0.9351070664654616,0.18935325867282737,0.6964240526322127,0.7382806606409236,0.5711158038645912,0.5184620582964917,0.5289426614994281,0.7103271816195716,0.44719934570695896,0.5470572012945586,0.40746395879188624
UC Santa Barbara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7711966027355971,0.12632563186449672,0.6156500718211371,0.21464501869092012,0.12461598305638535,0.11714519875203844,0.2006407391635034,0.8586937517246052,0.0729675019638167,0.36202723695729994,0.5087425426189396,0.2848308883123088,0.2601679698184991,0.22995946188077435,0.4405996552234423,0.178719137880497,0.25451199807322467,0.17231076336808832
SE Missouri St,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03356579329419426,0.2314646103431856,0.04856570299823053,0.02771107255816362,0.02585932882289265,0.0549107755154476,0.6602781237612833,0.02551986294525327,0.11069022917069644,0.1566508258592231,0.0815275414448156,0.0758079718308051,0.07768108525758817,0.1596110437183564,0.05310529559470104,0.06431654814576285,0.04009982083822212
St Mary's CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8730144327818073,0.6352414450679637,0.4382035942617983,0.4832046650971963,0.6686633815866603,0.9376305688222828,0.3937919880026211,0.7590070400325984,0.8393849638957508,0.6856769590509545,0.6632339008929652,0.6992848003612995,0.8060458099939989,0.5979439836535202,0.6743511097285158,0.5984363935274751
TAM C. Christi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1145073317198696,0.05949103278684636,0.07406554488371474,0.10975719027772585,0.7991358168707673,0.04291532072187265,0.1887231540897004,0.33430139055556884,0.15987725238618683,0.12752748631397873,0.13355438541260894,0.2584748101690181,0.10155732953728316,0.1358698191323583,0.0858888509091993
TCU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2594922565572879,0.26803820593504335,0.3985032822678514,0.8968334828684873,0.20686304675803777,0.5955012725753449,0.7210218396763032,0.5544276114970784,0.486351089804861,0.519135396128069,0.6437658098523242,0.4443486812629265,0.4600153706858852,0.38730075293802535
Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51831222432512,0.6647006488238055,0.9393142407224712,0.3224236013497184,0.7886037785005635,0.8467708733914002,0.7116811888990883,0.691038864806349,0.7519709839420019,0.8071536459800193,0.6158428184925525,0.7425783699122059,0.6302787460679717
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5853042088707129,0.9400060889020652,0.35876147710200484,0.7514533940135679,0.8200898714843996,0.7295696318956013,0.6733442794550217,0.7400659158385129,0.8088739333552627,0.5864817502001016,0.7040245855031015,0.605312385527773
Texas A&M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9282879930761015,0.3208340336219925,0.6867476248581139,0.8033784032217145,0.6241394375829312,0.5753482595751144,0.6154423099696659,0.7646323606157555,0.48431700621950785,0.5294167418913576,0.47403583425175866
TX Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01616238727337124,0.05894029687596551,0.08079840270527483,0.04462919948842853,0.03673058903025806,0.0392167131152121,0.07305873077632297,0.02585234794219728,0.04834210517701436,0.02338838979377581
UCLA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8374421552044276,0.883607590438662,0.8281606347236407,0.77413956126615,0.7822347515274345,0.8731243917648108,0.7063921426979616,0.7814772062379393,0.7494192311592196
Louisiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5875197549641985,0.3245795671804716,0.34414689705998214,0.31473463301425836,0.5490694546662885,0.24928997800449748,0.3392140598867146,0.25534563349899847
UNC Asheville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19490974210668033,0.172956324909069,0.19998946966817863,0.3384666429182946,0.13077559992903454,0.15792807121253935,0.1212497680155483
USC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.474091435998043,0.4737570190514564,0.6604431137460312,0.349290022563933,0.4327980827969984,0.3195746882779096
Utah St,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4987886031349038,0.6554997548441301,0.34707575406471447,0.420633914107551,0.3287526471151019
