Name_A,Arizona,Baylor,Chattanooga,Cleveland St,Colorado,Connecticut,Creighton,CS Sacramento,Drake,Duke,East Carolina,FL Gulf Coast,Florida St,Gardner Webb,Georgia,Gonzaga,Hawaii,Holy Cross,Illinois,Indiana,Iona,Iowa,Iowa St,James Madison,Louisville,LSU,Marquette,Maryland,Miami FL,Michigan,Mississippi,Mississippi St,Monmouth NJ,MTSU,NC State,Norfolk St,North Carolina,Notre Dame,Ohio St,Oklahoma,Oklahoma St,Portland,Princeton,Purdue,S Dakota St,Sacred Heart,SE Louisiana,South Carolina,South Florida,Southern Univ,Southern Utah,St John's,St Louis,Stanford,Tennessee,Tennessee Tech,Texas,Toledo,UCLA,UNLV,USC,Utah,Vermont,Villanova,Virginia Tech,Washington St,West Virginia
James Madison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02680845872248528,0.00968774010159115,0.07513815210189496,0.03364648664486015,0.04091404138557365,0.04473213796187502,0.0271718636438273,0.1349461461311687,0.7239207121564509,0.30733152551314374,0.02022431100613689,0.8924307281694301,0.07279559028844329,0.01299729831469684,0.01585758288769626,0.1350617542558026,0.09971608912310843,0.36643906597871895,0.15972248626298008,0.1423438712800373,0.29564334680748994,0.9613515001482106,0.7435654389382119,0.00531378738430288,0.07060423922339651,0.9612382306572738,0.5306952267899853,0.15068872902996786,0.6096372656587224,0.01498239844098881,0.0164302776428927,0.5418978251704654,0.0108333847648294,0.19567384170722027,0.05135779636555571,0.2912467619202624,0.07960950863902509,0.03366946469419955,0.32347553482752867,0.03463188472293806,0.03142126849461361,0.06632934560173573,0.2987918064860493
Louisville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13903237137081145,0.4320393258214813,0.26829036894010294,0.3971403103817273,0.33596350447812273,0.3418927301102238,0.5472302027196039,0.9606818041648126,0.648262824018691,0.34264834893201385,0.980617366929334,0.5170554991355539,0.31079434236436104,0.29586445463649086,0.5700781536283162,0.5768815684536108,0.8775819267774699,0.6341999610537724,0.6405568501714342,0.5323818602395892,0.9872885996606632,0.8954025692581773,0.01900634643920056,0.5030712363450593,0.9929829367231996,0.8470030182615025,0.8492055338242276,0.9106266190197918,0.1425634337969406,0.12913185902489757,0.8973475850906225,0.23635548257349745,0.5941962183323738,0.4165265384529423,0.5657963428538203,0.5939757251358327,0.5256463161352305,0.8890195112143304,0.2782009021884684,0.3708751726540007,0.4963133510887892,0.8370680896118751
LSU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8711350938136536,0.6997678564302018,0.9071260731359072,0.9124414865872176,0.9315911696060296,0.9770590484845854,0.996642661206768,0.9449267981864266,0.8394930917369431,0.9992149938734604,0.9578897938104148,0.7874004380328239,0.7122696804056661,0.9336017947039914,0.9311530459808872,0.9867806097078824,0.9516654689461472,0.9548657461551284,0.9176466935871364,0.9994087611998552,0.9906815072758683,0.07960221740175519,0.960877050426094,0.9995031975459102,0.9876357710137964,0.9825994673373312,0.994315612673153,0.5205029091842607,0.8401421440189307,0.9830248884059228,0.8145696508947771,0.9238782199941438,0.8954179739867436,0.9415757998080918,0.9463567358661248,0.5613702264972056,0.9832434670545022,0.6723228533396615,0.6789904833909249,0.8981026979704844,0.9879144837835798
Marquette,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14053071056742616,0.5150824648631913,0.40017580167578887,0.41631021960105824,0.7422158049759962,0.9608551945903948,0.7160739442281557,0.3798611174786407,0.9871647714562706,0.6966851545260307,0.2500806416200277,0.2295228539047487,0.4633920119939634,0.5476232885009394,0.7815517062099023,0.5809757072465039,0.6951591178793598,0.7501408068274138,0.9864821583405404,0.907658695399116,0.00903382788384543,0.40485878647845897,0.995263452348719,0.8451941475086069,0.7917735586546464,0.9039119042828292,0.1716960639247784,0.2457432805185193,0.7643376131041247,0.19699671976263716,0.4675607156406564,0.2095804533594415,0.6580859890964448,0.6389205775697493,0.2856141303583725,0.8353653685873734,0.212352014760069,0.17632712863635527,0.4043661772431051,0.8800287670383963
Maryland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6474971954264249,0.5909059015244736,0.6095904857518897,0.7701925009007795,0.983364002107412,0.8664037900839757,0.5341620496141606,0.9889192402231224,0.6536553898135588,0.4513190931554392,0.4786369876794661,0.7698432098664613,0.8276210485703943,0.9265259810326334,0.781929492647052,0.8042520817625739,0.7839111040015224,0.9920057818760024,0.9454885054403946,0.04188158746151355,0.7042157345652063,0.997041118401406,0.8596000502202064,0.9160846686956906,0.958798335566922,0.24708233301032004,0.18933782370748337,0.9381366797489236,0.3883989911346372,0.802720867111825,0.6978454732981068,0.8081122004132608,0.7707632769812202,0.5599094551960182,0.933513444089674,0.5782581161834427,0.6529323955311285,0.712011044394255,0.9209595189640564
Miami FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1806839197161171,0.2766102634976125,0.5575264388866609,0.9323935895038966,0.6435355224158802,0.18109370493341323,0.9846485206479526,0.4208179101154959,0.16190682313083002,0.08852078704437225,0.4970165783074409,0.34463214390521096,0.7097297068791274,0.46309373014252264,0.4268673664968436,0.6652211289607259,0.9872648774629054,0.8747339288645584,0.00819376038013062,0.428640531835044,0.989728693760376,0.8377454365412139,0.5962231027355254,0.8554371906100959,0.13458572299260052,0.1355479056156236,0.756521361930128,0.10480890506639282,0.3434071751642363,0.25241683162709205,0.42122345323867755,0.4158009720550207,0.2603432675325873,0.8187299398289988,0.0818413488100448,0.2120806663812523,0.3726688178018296,0.8564471929805126
Michigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21780771107071256,0.39513492463322786,0.971907849645361,0.5843342894507593,0.3884641369425784,0.9571271276870617,0.3338059630310492,0.14415273116413446,0.3730659205544083,0.6238431704342416,0.6620789089942543,0.8882333590128609,0.420440009522989,0.740284200341056,0.48915136814509047,0.971249553108299,0.8095027186263759,0.00967071805086002,0.38075977716108106,0.9878444771124812,0.8920201773867233,0.7438122519094419,0.9157884354979284,0.05608100591743827,0.12293395892708311,0.9305667306124128,0.11643090959981128,0.7382221031788261,0.23595334060426343,0.8420586595555587,0.3267145385936537,0.5432592536040952,0.8296968443791302,0.13757468071773787,0.26671597952100917,0.3220081310026039,0.5750018720424315
Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607495169252347,0.9538905469894592,0.6077967157216175,0.4761859853259285,0.98455870513071,0.7431467341583179,0.28296108662405856,0.21188378567189567,0.6743727806894366,0.6015422594876539,0.801242632020243,0.715132862002591,0.6525516000131106,0.6835000226884665,0.9745049769327356,0.9151677444986992,0.00749924904881657,0.5858431870931742,0.9900625112481783,0.8403588438588838,0.6860699501813967,0.9115120444657578,0.11778787083675342,0.3364669712102353,0.83224378962309975,0.2586882737776105,0.5203070871437642,0.35674203519880837,0.4788274308597441,0.5988082365619293,0.22669441069470028,0.9085974119858856,0.2548490938342158,0.2553547577085894,0.5053632368472168,0.7507662307344408
Mississippi St,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9750796266592529,0.6885680558471164,0.3603441721158235,0.9568292747640506,0.18589516156463995,0.05080055911907324,0.17150359993567554,0.5258009874750208,0.6794868193045567,0.8205982854322916,0.44272379637584447,0.6748920927351287,0.6538903528275224,0.967494987823045,0.7355987303659771,0.00507369345925831,0.1980081198687598,0.983462711939164,0.7976239875135497,0.683211472306564,0.9281282640434032,0.06796944497865735,0.07370172913193027,0.9231024794328816,0.05477431321535118,0.7273582751891337,0.11220398984836104,0.8124110455418136,0.3186712451319606,0.4221707952943026,0.6910049739317925,0.06977663708482569,0.15611576887079515,0.18123169767945593,0.622112912455629
Monmouth NJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11814344077822912,0.00928728661114453,0.5790490413549974,0.01671585398799202,0.00950256256362288,0.00619279970911464,0.05973190586278223,0.06451359687322626,0.11564284542739284,0.0506499508817988,0.03338619090290459,0.0669452822995487,0.7595301430815099,0.2143813830926108,4.4827953261799e-4,0.0181236406935642,0.8998381446898333,0.14057342207420723,0.04083855816327074,0.25084124533044805,0.00730626441607693,0.0077125159377187,0.37146760074490304,0.00484435305514478,0.02706103025981571,0.01811222135749365,0.04677980307580717,0.02094815273412677,0.01027663159542828,0.16601479257692325,0.00348694523553407,0.02221402058091636,0.02383689116202913,0.15430477131476344
MTSU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31451523708107043,0.9703312152113484,0.33740502361363495,0.07102012912203375,0.12127410047146243,0.3602207936314828,0.6048107324079299,0.7716525874093073,0.6655997970608694,0.717230376533619,0.7955502942916092,0.988248052913532,0.8860656247127976,0.00957059338346375,0.3307911770226204,0.9931640719567087,0.8352740934545186,0.5845542845313253,0.9387370363929662,0.1089869171904356,0.2071987825344871,0.9124082045317836,0.07085431479308603,0.6009253306856153,0.2559576901419197,0.8050235340925134,0.4626702309772317,0.2545490836020226,0.882336374253841,0.15374219048563006,0.2819025165214536,0.5162297013271918,0.5716086437191635
NC State,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9833820249073856,0.6351992553589926,0.4374028084345699,0.2477099501109356,0.7567456987853518,0.583648181398441,0.8030340329465475,0.6606151348405683,0.5735095047152777,0.6538663762164358,0.9856868355881588,0.8815102618761439,0.00810397095677879,0.5186425002780585,0.9927922529575368,0.8322979745535924,0.6412042644710001,0.9159636314278082,0.2003039683990442,0.22894826486687664,0.8166120460947194,0.2950365430823172,0.47414048470145315,0.5894391609154666,0.5150911327252607,0.4684931245392146,0.3266062926676121,0.8752820366830164,0.19473532722828996,0.34525744313827544,0.5164302679434232,0.8564722329630711
Norfolk St,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11998893991217376,0.0239916142449321,0.0104104876117243,0.02351912653596094,0.0444836179628441,0.1506213135250088,0.04516763756331763,0.11620455551547358,0.103373348211849,0.8844339654297447,0.607167996464349,0.00107434451276402,0.03250033906535026,0.9633349166264646,0.3777201374990602,0.07910103029134076,0.41639053005573706,0.00592241638223848,0.04252930366488854,0.22622423741272243,0.0122926009792825,0.03930293561149393,0.01358015067339627,0.07618036298828015,0.10347228700683796,0.02218958150670759,0.40448663547527103,0.01129448815986413,0.01550839417530393,0.07822645148458254,0.26991615797786034
North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47006301533985334,0.4659483501170949,0.859760046276517,0.6297646719307035,0.8058290847964241,0.7548422049204372,0.7070527324964607,0.8025638126258277,0.9903408131330392,0.8974016026295211,0.00982754610257656,0.7236403872739094,0.992432334065117,0.8039939500693843,0.7741817243405203,0.93257806295528,0.432364191228526,0.3113727302356745,0.919921292093614,0.32666659437696527,0.71077365191492,0.6724066494406895,0.7807057375272359,0.6759357993843701,0.5021680000271649,0.904328127562062,0.4405384174023258,0.4026161286223471,0.6247015168322614,0.8754370374144262
Notre Dame,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5225192913283585,0.8337148215484657,0.8287004378731899,0.9606507491299016,0.8737388780269748,0.9434507305945912,0.8814997678647634,0.9981794840868292,0.9855801205131,0.01156629506923133,0.8612423826319069,0.9989438349289828,0.9756093641104778,0.9545190838679238,0.9904780243232388,0.4097257055677263,0.7365257737024992,0.9585221250214848,0.6255192809170016,0.8407559803553712,0.5753761001345211,0.85801229858733,0.8716609353593614,0.5155117369847287,0.9722872079950324,0.5848566900471136,0.6253587567353512,0.8954370949178909,0.9581197789626096
Ohio St,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9123090606357503,0.7722267908201871,0.9390830622723776,0.9000757562843386,0.8707898301965513,0.8558653965665491,0.9949639092354086,0.9607360172195754,0.0349512216261468,0.8535506966144939,0.997394594636427,0.9336808292730152,0.8845832976518041,0.978033204935674,0.5819112299693938,0.4723091137765998,0.962338685725644,0.4280746835901112,0.799541823265226,0.7690673619028445,0.8015128209330559,0.8328280385765671,0.47191645714698727,0.9537479080263525,0.5894888334352195,0.5853448104482593,0.7381127592613647,0.9641026300762344
Oklahoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7502092548744979,0.9412220108897984,0.8795196874596303,0.7252594170585855,0.702924766650256,0.9957015107454298,0.9189450933931392,0.02343426528744864,0.5849800143628805,0.9970890808446364,0.8966038545877703,0.777766397102339,0.950221196562558,0.1160822417280838,0.3283873406259474,0.918114906284919,0.2713388286243591,0.7619204115234961,0.539530854009883,0.7958164282911406,0.6746264144128616,0.2867499293145098,0.8844625103724991,0.4264678841905429,0.47307629176307825,0.5946993575223677,0.8845748083251236
Oklahoma St,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9356721966062296,0.6820530021585239,0.783721014954054,0.5815238193357575,0.9796975746485738,0.7769369217435231,0.01011027685491725,0.4017697132807389,0.988197585672571,0.8924029811591863,0.7686854109366187,0.942757759351798,0.05075501580120698,0.18426740776992687,0.947993414677639,0.1580271145416051,0.6490257421677785,0.3568957059800515,0.7387723442933637,0.4472478150122749,0.4820949567511201,0.8510462615091328,0.15018703208156714,0.26717848122953564,0.4729325822519379,0.7425421390426563
Portland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2050958194129413,0.14498341723771338,0.5062963742089529,0.9283362649253084,0.5168159234640624,0.0036532454444915,0.1059812260681655,0.9591103487923944,0.44661570104616094,0.1830007377187851,0.7131737753681995,0.01495540202583149,0.03064592624829986,0.4751122619070451,0.00401750366381232,0.29893966879639655,0.02001890246705653,0.3797251249658175,0.11392463939900156,0.05806342659763134,0.39510514970199423,0.04385197839379016,0.05141817570326162,0.11214357120657352,0.3110950551666023
Princeton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4270105022794403,0.5860611485092129,0.9918781361452068,0.889467331512881,0.01477162082386613,0.27807763105473937,0.992182726205042,0.8385118158158494,0.32892441762101154,0.8460952249867686,0.05868077099795581,0.13007520355270102,0.6940605751292146,0.04109272143263632,0.4308927384554514,0.15349083077938885,0.4375962654376307,0.24328948506705836,0.18085286967287872,0.7506464063825261,0.09150263862907491,0.15750165096375562,0.2701989269386399,0.5810536694019902
Purdue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.556262104989732,0.97514471299481,0.7101514640083236,0.01145955578579898,0.35094440476272887,0.9866889049844711,0.883555207808556,0.7941729862213621,0.9282573343513668,0.07393050697490794,0.05962441136729621,0.9255456863158892,0.04582086134260341,0.6706412888086906,0.14073239449735536,0.8111717561974446,0.45127591849378845,0.3903406605918833,0.6486065374774089,0.1101199390551642,0.12099163978911244,0.2429780732594796,0.7493378065137091
S Dakota St,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9953284937230789,0.9602241172222746,0.02406387568714294,0.4422526619752431,0.9973886553922708,0.914527610277294,0.6867925778216504,0.940812916996836,0.23641962877262349,0.1669335994515616,0.9119011038611724,0.10889520250761542,0.6274014870258012,0.37259299253252176,0.7857782045130433,0.4848803549104664,0.3354891415682653,0.8565678579525433,0.3060866448841574,0.23286169847485175,0.4734242099205311,0.7226329966685859
Sacred Heart,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0863280703860108,2.3818792192919e-4,0.00615983278673679,0.5624383021778392,0.07815931003068799,0.01372426152027093,0.2012871919332039,0.0017736874700695,0.00433152534590606,0.0850168070612057,9.6940795235146e-4,0.00853110225820855,0.00202985083001792,0.02242702596505773,0.00564305222205544,0.00245499237685562,0.0810163561820135,0.0024548433275043,0.00363492131323919,0.01290014693673434,0.02239294489386315
SE Louisiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9000276241683e-4,0.01786831697205392,0.9181308567316342,0.26397965917483923,0.09299126120566158,0.4733104347132257,0.00709435956818484,0.0176662635612011,0.29189336046548564,0.00600431291989702,0.08796512915821068,0.00989880546352373,0.14311722136267524,0.06395538418567165,0.01575215432358299,0.3339058877718104,0.01219555375829475,0.01952424979149814,0.07176942990226626,0.12077092580142146
South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9919217616992188,0.999833827123174,0.996643078984409,0.9940441213229524,0.9994081841294148,0.5683410256015471,0.9744193485774348,0.9932241588390835,0.8594502406851048,0.9846403563964992,0.9357560630974348,0.983565417295686,0.9910975744798876,0.8049756600557351,0.9970534635677368,0.8964808685376755,0.9507570300831686,0.9959951978872782,0.9947669126308294
South Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9956460301054124,0.7149540902246775,0.7110224239414465,0.9135385081783204,0.19153614669648705,0.0935407033675505,0.8888405329074326,0.19401343618380792,0.6436264342956808,0.4233178223615068,0.6853705462773119,0.5383399893972565,0.5013309941465226,0.8909611674458444,0.2753441530531173,0.29128089750955594,0.45831488927380176,0.7202317716454518
Southern Univ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13993827478642476,0.02612917683576294,0.20733370797597023,0.00255119022411853,0.00506745184695672,0.08066310997978504,0.00357529111434512,0.01243669488329148,0.00347649820378683,0.01266434874597551,0.01428898417400625,0.00665415951643254,0.06872454981516785,0.00441122083492161,0.00416280033316597,0.00963609444700146,0.06084738461477471
Southern Utah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08936304465577989,0.5831143492013611,0.0033672406640447,0.0109624153421307,0.3004711104190624,0.00285691406110755,0.08558957011422295,0.00809486180962835,0.1326926835516627,0.04279811452723529,0.01943047849864779,0.3831180045511399,0.00794794526476498,0.01542554161245221,0.05307964857911815,0.20683347097750843
St John's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.812278100506441,0.1310422712105071,0.03060830034879639,0.7768252029330829,0.06174670481374472,0.4762415593766696,0.1633640974213072,0.6195998355273842,0.4152834999392177,0.24465039403305547,0.6693852901533117,0.16070079564705406,0.09836535929608432,0.29296580618029733,0.6561956809179602
St Louis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00590711300497298,0.01138866245312924,0.20819926055111793,0.00392612984016172,0.03803003263169224,0.01887286125299756,0.06418504559943809,0.06855465396663023,0.00686790294866555,0.21280920747861423,0.00508522955522631,0.00933840603719122,0.04813096409490098,0.15202130883016304
Stanford,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3680924640634989,0.9805721570814564,0.6692505925262863,0.9634350598701332,0.8959139950057976,0.9139448982786208,0.9379671086652224,0.8172839349977667,0.970631107937404,0.8295584340984596,0.8323847557752496,0.8493579529842495,0.965796785763721
Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8672180328965975,0.3868930056458907,0.5683135190632108,0.6069987798222896,0.5175739260495446,0.49748463453496145,0.22938103859885312,0.899296189194485,0.3794233682223273,0.28160240433868755,0.7028892999521518,0.9059593460782408
Tennessee Tech,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0034431596058348,0.05490836537115375,0.01231396465579052,0.08751502810905468,0.02138281443042804,0.01926344873518738,0.21021422430386977,0.00934797421388855,0.00923607768713141,0.01731004332241147,0.09772188543061046
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7021763092831722,0.6397823772536287,0.796995330529793,0.8415934470152637,0.5634423300782075,0.9750248268056356,0.38721977204415214,0.6222362390172673,0.8805090714843753,0.9472137128156533
Toledo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1498221564853856,0.41974395714803,0.2983044529790567,0.0993352075264488,0.6428350120204382,0.0674531465841893,0.08689647427427594,0.14134425004055226,0.5888769884519472
UCLA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6807194781876267,0.42065694785601193,0.4357264019795597,0.8632802774145639,0.46216401803535545,0.3282645722682392,0.45026210666483585,0.7593438037787162
UNLV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1918413453251234,0.1417690001897933,0.7300991704930848,0.04621960782437821,0.08457267103668213,0.15147315533833325,0.5668544483015667
USC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4296805204502617,0.7258504467796333,0.1443570902909476,0.13786454467763629,0.3826361697445602,0.4572983542898068
