Season,Team_A,Team_B,Seed_A,Seed_B,round
2023,1145,1259,NA,NA,NA
2023,1145,1260,NA,NA,NA
2023,1145,1261,NA,NA,NA
2023,1145,1262,NA,NA,NA
2023,1145,1263,NA,NA,NA
2023,1145,1264,NA,NA,NA
2023,1145,1265,NA,NA,NA
2023,1145,1266,NA,2,NA
2023,1145,1267,NA,NA,NA
2023,1145,1268,NA,8,NA
2023,1145,1269,NA,NA,NA
2023,1145,1270,NA,NA,NA
2023,1145,1271,NA,NA,NA
2023,1145,1272,NA,8,NA
2023,1145,1273,NA,NA,NA
2023,1145,1274,NA,5,NA
2023,1145,1275,NA,NA,NA
2023,1145,1276,NA,NA,NA
2023,1145,1277,NA,7,NA
2023,1145,1278,NA,NA,NA
2023,1145,1279,NA,NA,NA
2023,1145,1280,NA,11,NA
2023,1145,1281,NA,7,NA
2023,1145,1282,NA,NA,NA
2023,1145,1283,NA,NA,NA
2023,1145,1284,NA,NA,NA
2023,1145,1285,NA,NA,NA
2023,1145,1286,NA,14,NA
2023,1145,1287,NA,NA,NA
2023,1145,1288,NA,NA,NA
2023,1145,1290,NA,NA,NA
2023,1145,1291,NA,NA,NA
2023,1145,1292,NA,NA,NA
2023,1145,1293,NA,NA,NA
2023,1145,1294,NA,NA,NA
2023,1145,1295,NA,NA,NA
2023,1145,1296,NA,NA,NA
2023,1145,1297,NA,16,NA
2023,1145,1298,NA,NA,NA
2023,1145,1299,NA,NA,NA
2023,1145,1300,NA,NA,NA
2023,1145,1301,NA,11,NA
2023,1145,1303,NA,NA,NA
2023,1145,1304,NA,NA,NA
2023,1145,1305,NA,11,NA
2023,1145,1306,NA,NA,NA
2023,1145,1307,NA,NA,NA
2023,1145,1308,NA,NA,NA
2023,1145,1309,NA,NA,NA
2023,1145,1310,NA,NA,NA
2023,1145,1311,NA,NA,NA
2023,1145,1312,NA,NA,NA
2023,1145,1313,NA,NA,NA
2023,1145,1314,NA,NA,NA
2023,1145,1315,NA,NA,NA
2023,1145,1316,NA,NA,NA
2023,1145,1317,NA,NA,NA
2023,1145,1318,NA,NA,NA
2023,1145,1319,NA,NA,NA
2023,1145,1320,NA,NA,NA
2023,1145,1321,NA,7,NA
2023,1145,1322,NA,NA,NA
2023,1145,1323,NA,NA,NA
2023,1145,1324,NA,NA,NA
2023,1145,1325,NA,NA,NA
2023,1145,1326,NA,NA,NA
2023,1145,1328,NA,NA,NA
2023,1145,1329,NA,NA,NA
2023,1145,1330,NA,NA,NA
2023,1145,1331,NA,12,NA
2023,1145,1332,NA,NA,NA
2023,1145,1333,NA,NA,NA
2023,1145,1334,NA,NA,NA
2023,1145,1335,NA,NA,NA
2023,1145,1336,NA,10,NA
2023,1145,1337,NA,NA,NA
2023,1145,1338,NA,11,NA
2023,1145,1339,NA,NA,NA
2023,1145,1340,NA,NA,NA
2023,1145,1341,NA,NA,NA
2023,1145,1342,NA,NA,NA
2023,1145,1343,NA,15,NA
2023,1145,1344,NA,11,NA
2023,1145,1345,NA,1,NA
2023,1145,1346,NA,NA,NA
2023,1145,1347,NA,NA,NA
2023,1145,1348,NA,NA,NA
2023,1145,1349,NA,NA,NA
2023,1145,1350,NA,NA,NA
2023,1145,1351,NA,NA,NA
2023,1145,1352,NA,NA,NA
2023,1145,1353,NA,NA,NA
2023,1145,1354,NA,NA,NA
2023,1145,1355,NA,NA,NA
2023,1145,1356,NA,NA,NA
2023,1145,1357,NA,NA,NA
2023,1145,1358,NA,NA,NA
2023,1145,1359,NA,NA,NA
2023,1145,1360,NA,NA,NA
2023,1145,1361,NA,5,NA
2023,1145,1362,NA,NA,NA
2023,1145,1363,NA,NA,NA
2023,1145,1364,NA,14,NA
2023,1145,1365,NA,NA,NA
2023,1145,1367,NA,NA,NA
2023,1145,1368,NA,NA,NA
2023,1145,1369,NA,16,NA
2023,1145,1370,NA,NA,NA
2023,1145,1371,NA,NA,NA
2023,1145,1372,NA,NA,NA
2023,1145,1373,NA,NA,NA
2023,1145,1374,NA,NA,NA
2023,1145,1375,NA,NA,NA
2023,1145,1376,NA,NA,NA
2023,1145,1377,NA,NA,NA
2023,1145,1378,NA,NA,NA
2023,1145,1379,NA,NA,NA
2023,1145,1380,NA,NA,NA
2023,1145,1381,NA,NA,NA
2023,1145,1382,NA,NA,NA
2023,1145,1383,NA,NA,NA
2023,1145,1384,NA,NA,NA
2023,1145,1385,NA,NA,NA
2023,1145,1386,NA,NA,NA
2023,1145,1387,NA,NA,NA
2023,1145,1388,NA,5,NA
2023,1145,1389,NA,NA,NA
2023,1145,1390,NA,NA,NA
2023,1145,1391,NA,NA,NA
2023,1145,1392,NA,NA,NA
2023,1145,1393,NA,NA,NA
2023,1145,1394,NA,16,NA
2023,1145,1395,NA,6,NA
2023,1145,1396,NA,NA,NA
2023,1145,1397,NA,4,NA
2023,1145,1398,NA,NA,NA
2023,1145,1399,NA,NA,NA
2023,1145,1400,NA,2,NA
2023,1145,1401,NA,7,NA
2023,1145,1402,NA,NA,NA
2023,1145,1403,NA,NA,NA
2023,1145,1404,NA,NA,NA
2023,1145,1405,NA,NA,NA
2023,1145,1406,NA,NA,NA
2023,1145,1407,NA,NA,NA
2023,1145,1408,NA,NA,NA
2023,1145,1409,NA,NA,NA
2023,1145,1410,NA,NA,NA
2023,1145,1411,NA,16,NA
2023,1145,1412,NA,NA,NA
2023,1145,1413,NA,NA,NA
2023,1145,1414,NA,NA,NA
2023,1145,1415,NA,NA,NA
2023,1145,1416,NA,NA,NA
2023,1145,1417,NA,2,NA
2023,1145,1418,NA,13,NA
2023,1145,1419,NA,NA,NA
2023,1145,1420,NA,NA,NA
2023,1145,1421,NA,15,NA
2023,1145,1422,NA,NA,NA
2023,1145,1423,NA,NA,NA
2023,1145,1424,NA,NA,NA
2023,1145,1425,NA,10,NA
2023,1145,1426,NA,NA,NA
2023,1145,1427,NA,NA,NA
2023,1145,1428,NA,NA,NA
2023,1145,1429,NA,10,NA
2023,1145,1430,NA,NA,NA
2023,1145,1431,NA,NA,NA
2023,1145,1433,NA,12,NA
2023,1145,1434,NA,NA,NA
2023,1145,1435,NA,NA,NA
2023,1145,1436,NA,15,NA
2023,1145,1437,NA,NA,NA
2023,1145,1438,NA,4,NA
2023,1145,1439,NA,NA,NA
2023,1145,1440,NA,NA,NA
2023,1145,1441,NA,NA,NA
2023,1145,1442,NA,NA,NA
2023,1145,1443,NA,NA,NA
2023,1145,1444,NA,NA,NA
2023,1145,1447,NA,NA,NA
2023,1145,1448,NA,NA,NA
2023,1145,1449,NA,NA,NA
2023,1145,1450,NA,NA,NA
2023,1145,1451,NA,NA,NA
2023,1145,1452,NA,9,NA
2023,1145,1453,NA,NA,NA
2023,1145,1454,NA,NA,NA
2023,1145,1455,NA,NA,NA
2023,1145,1456,NA,NA,NA
2023,1145,1457,NA,NA,NA
2023,1145,1458,NA,NA,NA
2023,1145,1459,NA,NA,NA
2023,1145,1460,NA,NA,NA
2023,1145,1461,NA,NA,NA
2023,1145,1462,NA,3,NA
2023,1145,1463,NA,NA,NA
2023,1145,1464,NA,NA,NA
2023,1145,1465,NA,NA,NA
2023,1145,1466,NA,NA,NA
2023,1145,1467,NA,NA,NA
2023,1145,1468,NA,NA,NA
2023,1145,1469,NA,NA,NA
2023,1145,1470,NA,NA,NA
2023,1145,1471,NA,NA,NA
2023,1145,1472,NA,NA,NA
2023,1145,1473,NA,NA,NA
2023,1145,1474,NA,NA,NA
2023,1145,1475,NA,NA,NA
2023,1145,1476,NA,NA,NA
2023,1145,1477,NA,NA,NA
2023,1146,1148,NA,NA,NA
2023,1146,1149,NA,NA,NA
2023,1146,1150,NA,NA,NA
2023,1146,1151,NA,NA,NA
2023,1146,1152,NA,NA,NA
2023,1146,1153,NA,NA,NA
2023,1146,1154,NA,NA,NA
2023,1146,1155,NA,NA,NA
2023,1146,1156,NA,NA,NA
2023,1146,1157,NA,NA,NA
2023,1146,1158,NA,12,NA
2023,1146,1159,NA,15,NA
2023,1146,1160,NA,NA,NA
2023,1146,1161,NA,NA,NA
2023,1146,1162,NA,NA,NA
2023,1146,1163,NA,4,NA
2023,1146,1164,NA,NA,NA
2023,1146,1165,NA,NA,NA
2023,1146,1166,NA,6,NA
2023,1146,1167,NA,NA,NA
2023,1146,1168,NA,NA,NA
2023,1146,1169,NA,NA,NA
2023,1146,1170,NA,NA,NA
2023,1146,1171,NA,NA,NA
2023,1146,1172,NA,NA,NA
2023,1146,1173,NA,NA,NA
2023,1146,1174,NA,NA,NA
2023,1146,1175,NA,NA,NA
2023,1146,1176,NA,NA,NA
2023,1146,1177,NA,NA,NA
2023,1146,1178,NA,NA,NA
2023,1146,1179,NA,12,NA
2023,1146,1180,NA,NA,NA
2023,1146,1181,NA,5,NA
2023,1146,1182,NA,NA,NA
2023,1146,1183,NA,NA,NA
2023,1146,1184,NA,NA,NA
2023,1146,1185,NA,NA,NA
2023,1146,1186,NA,NA,NA
2023,1146,1187,NA,NA,NA
2023,1146,1188,NA,NA,NA
2023,1146,1189,NA,NA,NA
2023,1146,1190,NA,NA,NA
2023,1146,1191,NA,NA,NA
2023,1146,1192,NA,16,NA
2023,1146,1193,NA,NA,NA
2023,1146,1194,NA,9,NA
2023,1146,1195,NA,NA,NA
2023,1146,1196,NA,NA,NA
2023,1146,1197,NA,NA,NA
2023,1146,1198,NA,NA,NA
2023,1146,1199,NA,NA,NA
2023,1146,1200,NA,NA,NA
2023,1146,1201,NA,NA,NA
2023,1146,1202,NA,13,NA
2023,1146,1203,NA,NA,NA
2023,1146,1204,NA,NA,NA
2023,1146,1205,NA,NA,NA
2023,1146,1206,NA,NA,NA
2023,1146,1207,NA,NA,NA
2023,1146,1208,NA,NA,NA
2023,1146,1209,NA,NA,NA
2023,1146,1210,NA,NA,NA
2023,1146,1211,NA,3,NA
2023,1146,1212,NA,NA,NA
2023,1146,1213,NA,14,NA
2023,1146,1214,NA,NA,NA
2023,1146,1216,NA,NA,NA
2023,1146,1217,NA,NA,NA
2023,1146,1218,NA,NA,NA
2023,1146,1219,NA,NA,NA
2023,1146,1220,NA,NA,NA
2023,1146,1221,NA,NA,NA
2023,1146,1222,NA,1,NA
2023,1146,1223,NA,NA,NA
2023,1146,1224,NA,16,NA
2023,1146,1225,NA,NA,NA
2023,1146,1226,NA,NA,NA
2023,1146,1227,NA,NA,NA
2023,1146,1228,NA,9,NA
2023,1146,1229,NA,NA,NA
2023,1146,1230,NA,NA,NA
2023,1146,1231,NA,4,NA
2023,1146,1232,NA,NA,NA
2023,1146,1233,NA,13,NA
2023,1146,1234,NA,8,NA
2023,1146,1235,NA,6,NA
2023,1146,1236,NA,NA,NA
2023,1146,1237,NA,NA,NA
2023,1146,1238,NA,NA,NA
2023,1146,1239,NA,NA,NA
2023,1146,1240,NA,NA,NA
2023,1146,1241,NA,NA,NA
2023,1146,1242,NA,1,NA
2023,1146,1243,NA,3,NA
2023,1146,1244,NA,14,NA
2023,1146,1245,NA,13,NA
2023,1146,1246,NA,6,NA
2023,1146,1247,NA,NA,NA
2023,1146,1248,NA,NA,NA
2023,1146,1249,NA,NA,NA
2023,1146,1250,NA,NA,NA
2023,1146,1251,NA,NA,NA
2023,1146,1252,NA,NA,NA
2023,1146,1253,NA,NA,NA
2023,1146,1254,NA,NA,NA
2023,1146,1255,NA,NA,NA
2023,1146,1256,NA,NA,NA
2023,1146,1257,NA,NA,NA
2023,1146,1258,NA,NA,NA
2023,1146,1259,NA,NA,NA
2023,1146,1260,NA,NA,NA
2023,1146,1261,NA,NA,NA
2023,1146,1262,NA,NA,NA
2023,1146,1263,NA,NA,NA
2023,1146,1264,NA,NA,NA
2023,1146,1265,NA,NA,NA
2023,1146,1266,NA,2,NA
2023,1146,1267,NA,NA,NA
2023,1146,1268,NA,8,NA
2023,1146,1269,NA,NA,NA
2023,1146,1270,NA,NA,NA
2023,1146,1271,NA,NA,NA
2023,1146,1272,NA,8,NA
2023,1146,1273,NA,NA,NA
2023,1146,1274,NA,5,NA
2023,1146,1275,NA,NA,NA
2023,1146,1276,NA,NA,NA
2023,1146,1277,NA,7,NA
2023,1146,1278,NA,NA,NA
2023,1146,1279,NA,NA,NA
2023,1146,1280,NA,11,NA
2023,1146,1281,NA,7,NA
2023,1146,1282,NA,NA,NA
2023,1146,1283,NA,NA,NA
2023,1146,1284,NA,NA,NA
2023,1146,1285,NA,NA,NA
2023,1146,1286,NA,14,NA
2023,1146,1287,NA,NA,NA
2023,1146,1288,NA,NA,NA
2023,1146,1290,NA,NA,NA
2023,1146,1291,NA,NA,NA
2023,1146,1292,NA,NA,NA
2023,1146,1293,NA,NA,NA
2023,1146,1294,NA,NA,NA
2023,1146,1295,NA,NA,NA
2023,1146,1296,NA,NA,NA
2023,1146,1297,NA,16,NA
2023,1146,1298,NA,NA,NA
2023,1146,1299,NA,NA,NA
2023,1146,1300,NA,NA,NA
2023,1146,1301,NA,11,NA
2023,1146,1303,NA,NA,NA
2023,1146,1304,NA,NA,NA
2023,1146,1305,NA,11,NA
2023,1146,1306,NA,NA,NA
2023,1146,1307,NA,NA,NA
2023,1146,1308,NA,NA,NA
2023,1146,1309,NA,NA,NA
2023,1146,1310,NA,NA,NA
2023,1146,1311,NA,NA,NA
2023,1146,1312,NA,NA,NA
2023,1146,1313,NA,NA,NA
2023,1146,1314,NA,NA,NA
2023,1146,1315,NA,NA,NA
2023,1146,1316,NA,NA,NA
2023,1146,1317,NA,NA,NA
2023,1146,1318,NA,NA,NA
2023,1146,1319,NA,NA,NA
2023,1146,1320,NA,NA,NA
2023,1146,1321,NA,7,NA
2023,1146,1322,NA,NA,NA
2023,1146,1323,NA,NA,NA
2023,1146,1324,NA,NA,NA
2023,1146,1325,NA,NA,NA
2023,1146,1326,NA,NA,NA
2023,1146,1328,NA,NA,NA
2023,1146,1329,NA,NA,NA
2023,1146,1330,NA,NA,NA
2023,1146,1331,NA,12,NA
2023,1146,1332,NA,NA,NA
2023,1146,1333,NA,NA,NA
2023,1146,1334,NA,NA,NA
2023,1146,1335,NA,NA,NA
2023,1146,1336,NA,10,NA
2023,1146,1337,NA,NA,NA
2023,1146,1338,NA,11,NA
2023,1146,1339,NA,NA,NA
2023,1146,1340,NA,NA,NA
2023,1146,1341,NA,NA,NA
2023,1146,1342,NA,NA,NA
2023,1146,1343,NA,15,NA
2023,1146,1344,NA,11,NA
2023,1146,1345,NA,1,NA
2023,1146,1346,NA,NA,NA
2023,1146,1347,NA,NA,NA
2023,1146,1348,NA,NA,NA
2023,1146,1349,NA,NA,NA
2023,1146,1350,NA,NA,NA
2023,1146,1351,NA,NA,NA
2023,1146,1352,NA,NA,NA
2023,1146,1353,NA,NA,NA
2023,1146,1354,NA,NA,NA
2023,1146,1355,NA,NA,NA
2023,1146,1356,NA,NA,NA
2023,1146,1357,NA,NA,NA
2023,1146,1358,NA,NA,NA
2023,1146,1359,NA,NA,NA
2023,1146,1360,NA,NA,NA
2023,1146,1361,NA,5,NA
2023,1146,1362,NA,NA,NA
2023,1146,1363,NA,NA,NA
2023,1146,1364,NA,14,NA
2023,1146,1365,NA,NA,NA
2023,1146,1367,NA,NA,NA
2023,1146,1368,NA,NA,NA
2023,1146,1369,NA,16,NA
2023,1146,1370,NA,NA,NA
2023,1146,1371,NA,NA,NA
2023,1146,1372,NA,NA,NA
2023,1146,1373,NA,NA,NA
2023,1146,1374,NA,NA,NA
2023,1146,1375,NA,NA,NA
2023,1146,1376,NA,NA,NA
2023,1146,1377,NA,NA,NA
2023,1146,1378,NA,NA,NA
2023,1146,1379,NA,NA,NA
2023,1146,1380,NA,NA,NA
2023,1146,1381,NA,NA,NA
2023,1146,1382,NA,NA,NA
2023,1146,1383,NA,NA,NA
2023,1146,1384,NA,NA,NA
2023,1146,1385,NA,NA,NA
2023,1146,1386,NA,NA,NA
2023,1146,1387,NA,NA,NA
2023,1146,1388,NA,5,NA
2023,1146,1389,NA,NA,NA
2023,1146,1390,NA,NA,NA
2023,1146,1391,NA,NA,NA
2023,1146,1392,NA,NA,NA
2023,1146,1393,NA,NA,NA
2023,1146,1394,NA,16,NA
2023,1146,1395,NA,6,NA
2023,1146,1396,NA,NA,NA
2023,1146,1397,NA,4,NA
2023,1146,1398,NA,NA,NA
2023,1146,1399,NA,NA,NA
2023,1146,1400,NA,2,NA
2023,1146,1401,NA,7,NA
2023,1146,1402,NA,NA,NA
2023,1146,1403,NA,NA,NA
2023,1146,1404,NA,NA,NA
2023,1146,1405,NA,NA,NA
2023,1146,1406,NA,NA,NA
2023,1146,1407,NA,NA,NA
2023,1146,1408,NA,NA,NA
2023,1146,1409,NA,NA,NA
2023,1146,1410,NA,NA,NA
2023,1146,1411,NA,16,NA
2023,1146,1412,NA,NA,NA
2023,1146,1413,NA,NA,NA
2023,1146,1414,NA,NA,NA
2023,1146,1415,NA,NA,NA
2023,1146,1416,NA,NA,NA
2023,1146,1417,NA,2,NA
2023,1146,1418,NA,13,NA
2023,1146,1419,NA,NA,NA
2023,1146,1420,NA,NA,NA
2023,1146,1421,NA,15,NA
2023,1146,1422,NA,NA,NA
2023,1146,1423,NA,NA,NA
2023,1146,1424,NA,NA,NA
2023,1146,1425,NA,10,NA
2023,1146,1426,NA,NA,NA
2023,1146,1427,NA,NA,NA
2023,1146,1428,NA,NA,NA
2023,1146,1429,NA,10,NA
2023,1146,1430,NA,NA,NA
2023,1146,1431,NA,NA,NA
2023,1146,1433,NA,12,NA
2023,1146,1434,NA,NA,NA
2023,1146,1435,NA,NA,NA
2023,1146,1436,NA,15,NA
2023,1146,1437,NA,NA,NA
2023,1146,1438,NA,4,NA
2023,1146,1439,NA,NA,NA
2023,1146,1440,NA,NA,NA
2023,1146,1441,NA,NA,NA
2023,1146,1442,NA,NA,NA
2023,1146,1443,NA,NA,NA
2023,1146,1444,NA,NA,NA
2023,1146,1447,NA,NA,NA
2023,1146,1448,NA,NA,NA
2023,1146,1449,NA,NA,NA
2023,1146,1450,NA,NA,NA
2023,1146,1451,NA,NA,NA
2023,1146,1452,NA,9,NA
2023,1146,1453,NA,NA,NA
2023,1146,1454,NA,NA,NA
2023,1146,1455,NA,NA,NA
2023,1146,1456,NA,NA,NA
2023,1146,1457,NA,NA,NA
2023,1146,1458,NA,NA,NA
2023,1146,1459,NA,NA,NA
2023,1146,1460,NA,NA,NA
2023,1146,1461,NA,NA,NA
2023,1146,1462,NA,3,NA
2023,1146,1463,NA,NA,NA
2023,1146,1464,NA,NA,NA
2023,1146,1465,NA,NA,NA
2023,1146,1466,NA,NA,NA
2023,1146,1467,NA,NA,NA
2023,1146,1468,NA,NA,NA
2023,1146,1469,NA,NA,NA
2023,1146,1470,NA,NA,NA
2023,1146,1471,NA,NA,NA
2023,1146,1472,NA,NA,NA
2023,1146,1473,NA,NA,NA
2023,1146,1474,NA,NA,NA
2023,1146,1475,NA,NA,NA
2023,1146,1476,NA,NA,NA
2023,1146,1477,NA,NA,NA
2023,1148,1149,NA,NA,NA
2023,1148,1150,NA,NA,NA
2023,1148,1151,NA,NA,NA
2023,1148,1152,NA,NA,NA
2023,1148,1153,NA,NA,NA
2023,1148,1154,NA,NA,NA
2023,1148,1155,NA,NA,NA
2023,1148,1156,NA,NA,NA
2023,1148,1157,NA,NA,NA
2023,1148,1158,NA,12,NA
2023,1148,1159,NA,15,NA
2023,1148,1160,NA,NA,NA
2023,1148,1161,NA,NA,NA
2023,1148,1162,NA,NA,NA
2023,1148,1163,NA,4,NA
2023,1148,1164,NA,NA,NA
2023,1148,1165,NA,NA,NA
2023,1148,1166,NA,6,NA
2023,1148,1167,NA,NA,NA
2023,1148,1168,NA,NA,NA
2023,1148,1169,NA,NA,NA
2023,1148,1170,NA,NA,NA
2023,1148,1171,NA,NA,NA
2023,1148,1172,NA,NA,NA
2023,1148,1173,NA,NA,NA
2023,1148,1174,NA,NA,NA
2023,1148,1175,NA,NA,NA
2023,1148,1176,NA,NA,NA
2023,1148,1177,NA,NA,NA
2023,1148,1178,NA,NA,NA
2023,1148,1179,NA,12,NA
2023,1148,1180,NA,NA,NA
2023,1148,1181,NA,5,NA
2023,1148,1182,NA,NA,NA
2023,1148,1183,NA,NA,NA
2023,1148,1184,NA,NA,NA
2023,1148,1185,NA,NA,NA
2023,1148,1186,NA,NA,NA
2023,1148,1187,NA,NA,NA
2023,1148,1188,NA,NA,NA
2023,1148,1189,NA,NA,NA
2023,1148,1190,NA,NA,NA
2023,1148,1191,NA,NA,NA
2023,1148,1192,NA,16,NA
2023,1148,1193,NA,NA,NA
2023,1148,1194,NA,9,NA
2023,1148,1195,NA,NA,NA
2023,1148,1196,NA,NA,NA
2023,1148,1197,NA,NA,NA
2023,1148,1198,NA,NA,NA
2023,1148,1199,NA,NA,NA
2023,1148,1200,NA,NA,NA
2023,1148,1201,NA,NA,NA
2023,1148,1202,NA,13,NA
2023,1148,1203,NA,NA,NA
2023,1148,1204,NA,NA,NA
2023,1148,1205,NA,NA,NA
2023,1148,1206,NA,NA,NA
2023,1148,1207,NA,NA,NA
2023,1148,1208,NA,NA,NA
2023,1148,1209,NA,NA,NA
2023,1148,1210,NA,NA,NA
2023,1148,1211,NA,3,NA
2023,1148,1212,NA,NA,NA
2023,1148,1213,NA,14,NA
2023,1148,1214,NA,NA,NA
2023,1148,1216,NA,NA,NA
2023,1148,1217,NA,NA,NA
2023,1148,1218,NA,NA,NA
2023,1148,1219,NA,NA,NA
2023,1148,1220,NA,NA,NA
2023,1148,1221,NA,NA,NA
2023,1148,1222,NA,1,NA
2023,1148,1223,NA,NA,NA
2023,1148,1224,NA,16,NA
2023,1148,1225,NA,NA,NA
2023,1148,1226,NA,NA,NA
2023,1148,1227,NA,NA,NA
2023,1148,1228,NA,9,NA
2023,1148,1229,NA,NA,NA
2023,1148,1230,NA,NA,NA
2023,1148,1231,NA,4,NA
2023,1148,1232,NA,NA,NA
2023,1148,1233,NA,13,NA
2023,1148,1234,NA,8,NA
2023,1148,1235,NA,6,NA
2023,1148,1236,NA,NA,NA
2023,1148,1237,NA,NA,NA
2023,1148,1238,NA,NA,NA
2023,1148,1239,NA,NA,NA
2023,1148,1240,NA,NA,NA
2023,1148,1241,NA,NA,NA
2023,1148,1242,NA,1,NA
2023,1148,1243,NA,3,NA
2023,1148,1244,NA,14,NA
2023,1148,1245,NA,13,NA
2023,1148,1246,NA,6,NA
2023,1148,1247,NA,NA,NA
2023,1148,1248,NA,NA,NA
2023,1148,1249,NA,NA,NA
2023,1148,1250,NA,NA,NA
2023,1148,1251,NA,NA,NA
2023,1148,1252,NA,NA,NA
2023,1148,1253,NA,NA,NA
2023,1148,1254,NA,NA,NA
2023,1148,1255,NA,NA,NA
2023,1148,1256,NA,NA,NA
2023,1148,1257,NA,NA,NA
2023,1148,1258,NA,NA,NA
2023,1148,1259,NA,NA,NA
2023,1148,1260,NA,NA,NA
2023,1148,1261,NA,NA,NA
2023,1148,1262,NA,NA,NA
2023,1148,1263,NA,NA,NA
2023,1148,1264,NA,NA,NA
2023,1148,1265,NA,NA,NA
2023,1148,1266,NA,2,NA
2023,1148,1267,NA,NA,NA
2023,1148,1268,NA,8,NA
2023,1148,1269,NA,NA,NA
2023,1148,1270,NA,NA,NA
2023,1148,1271,NA,NA,NA
2023,1148,1272,NA,8,NA
2023,1148,1273,NA,NA,NA
2023,1148,1274,NA,5,NA
2023,1148,1275,NA,NA,NA
2023,1148,1276,NA,NA,NA
2023,1148,1277,NA,7,NA
2023,1148,1278,NA,NA,NA
2023,1148,1279,NA,NA,NA
2023,1148,1280,NA,11,NA
2023,1148,1281,NA,7,NA
2023,1148,1282,NA,NA,NA
2023,1148,1283,NA,NA,NA
2023,1148,1284,NA,NA,NA
2023,1148,1285,NA,NA,NA
2023,1148,1286,NA,14,NA
2023,1148,1287,NA,NA,NA
2023,1148,1288,NA,NA,NA
2023,1148,1290,NA,NA,NA
2023,1148,1291,NA,NA,NA
2023,1148,1292,NA,NA,NA
2023,1148,1293,NA,NA,NA
2023,1148,1294,NA,NA,NA
2023,1148,1295,NA,NA,NA
2023,1148,1296,NA,NA,NA
2023,1148,1297,NA,16,NA
2023,1148,1298,NA,NA,NA
2023,1148,1299,NA,NA,NA
2023,1148,1300,NA,NA,NA
2023,1148,1301,NA,11,NA
2023,1148,1303,NA,NA,NA
2023,1148,1304,NA,NA,NA
2023,1148,1305,NA,11,NA
2023,1148,1306,NA,NA,NA
2023,1148,1307,NA,NA,NA
2023,1148,1308,NA,NA,NA
2023,1148,1309,NA,NA,NA
2023,1148,1310,NA,NA,NA
2023,1148,1311,NA,NA,NA
2023,1148,1312,NA,NA,NA
2023,1148,1313,NA,NA,NA
2023,1148,1314,NA,NA,NA
2023,1148,1315,NA,NA,NA
2023,1148,1316,NA,NA,NA
2023,1148,1317,NA,NA,NA
2023,1148,1318,NA,NA,NA
2023,1148,1319,NA,NA,NA
2023,1148,1320,NA,NA,NA
2023,1148,1321,NA,7,NA
2023,1148,1322,NA,NA,NA
2023,1148,1323,NA,NA,NA
2023,1148,1324,NA,NA,NA
2023,1148,1325,NA,NA,NA
2023,1148,1326,NA,NA,NA
2023,1148,1328,NA,NA,NA
2023,1148,1329,NA,NA,NA
2023,1148,1330,NA,NA,NA
2023,1148,1331,NA,12,NA
2023,1148,1332,NA,NA,NA
2023,1148,1333,NA,NA,NA
2023,1148,1334,NA,NA,NA
2023,1148,1335,NA,NA,NA
2023,1148,1336,NA,10,NA
2023,1148,1337,NA,NA,NA
2023,1148,1338,NA,11,NA
2023,1148,1339,NA,NA,NA
2023,1148,1340,NA,NA,NA
2023,1148,1341,NA,NA,NA
2023,1148,1342,NA,NA,NA
2023,1148,1343,NA,15,NA
2023,1148,1344,NA,11,NA
2023,1148,1345,NA,1,NA
2023,1148,1346,NA,NA,NA
2023,1148,1347,NA,NA,NA
2023,1148,1348,NA,NA,NA
2023,1148,1349,NA,NA,NA
2023,1148,1350,NA,NA,NA
2023,1148,1351,NA,NA,NA
2023,1148,1352,NA,NA,NA
2023,1148,1353,NA,NA,NA
2023,1148,1354,NA,NA,NA
2023,1148,1355,NA,NA,NA
2023,1148,1356,NA,NA,NA
2023,1148,1357,NA,NA,NA
2023,1148,1358,NA,NA,NA
2023,1148,1359,NA,NA,NA
2023,1148,1360,NA,NA,NA
2023,1148,1361,NA,5,NA
2023,1148,1362,NA,NA,NA
2023,1148,1363,NA,NA,NA
2023,1148,1364,NA,14,NA
2023,1148,1365,NA,NA,NA
2023,1148,1367,NA,NA,NA
2023,1148,1368,NA,NA,NA
2023,1148,1369,NA,16,NA
2023,1148,1370,NA,NA,NA
2023,1148,1371,NA,NA,NA
2023,1148,1372,NA,NA,NA
2023,1148,1373,NA,NA,NA
2023,1148,1374,NA,NA,NA
2023,1148,1375,NA,NA,NA
2023,1148,1376,NA,NA,NA
2023,1148,1377,NA,NA,NA
2023,1148,1378,NA,NA,NA
2023,1148,1379,NA,NA,NA
2023,1148,1380,NA,NA,NA
2023,1148,1381,NA,NA,NA
2023,1148,1382,NA,NA,NA
2023,1148,1383,NA,NA,NA
2023,1148,1384,NA,NA,NA
2023,1148,1385,NA,NA,NA
2023,1148,1386,NA,NA,NA
2023,1148,1387,NA,NA,NA
2023,1148,1388,NA,5,NA
2023,1148,1389,NA,NA,NA
2023,1148,1390,NA,NA,NA
2023,1148,1391,NA,NA,NA
2023,1148,1392,NA,NA,NA
2023,1148,1393,NA,NA,NA
2023,1148,1394,NA,16,NA
2023,1148,1395,NA,6,NA
2023,1148,1396,NA,NA,NA
2023,1148,1397,NA,4,NA
2023,1148,1398,NA,NA,NA
2023,1148,1399,NA,NA,NA
2023,1148,1400,NA,2,NA
2023,1148,1401,NA,7,NA
2023,1148,1402,NA,NA,NA
2023,1148,1403,NA,NA,NA
