Season,TeamID,Seed
2012,1153,6
2012,1211,7
2012,1243,8
2012,1379,9
2012,1452,10
2012,1400,11
2012,1217,12
2012,1285,13
2012,1382,14
2012,1259,15
2012,1421,16
2012,1314,1
2012,1242,2
2012,1207,3
2012,1276,4
2012,1396,5
2012,1361,6
2012,1388,7
2012,1166,8
2012,1104,9
2012,1345,10
2012,1301,11
2012,1143,12
2012,1378,12
2012,1325,13
2012,1125,14
2012,1178,15
2012,1249,16
2012,1436,16
2012,1246,1
2012,1181,2
2012,1124,3
2012,1231,4
2012,1455,5
2012,1424,6
2012,1323,7
2012,1235,8
2012,1163,9
2012,1462,10
2012,1160,11
2012,1433,12
2012,1308,13
2012,1355,14
2012,1250,15
2012,1290,16
2012,1443,16
2012,1277,1
2012,1281,2
2012,1266,3
2012,1257,4
2012,1307,5
2012,1293,6
2012,1196,7
2012,1272,8
2012,1387,9
2012,1438,10
2012,1161,11
2012,1253,12
2012,1172,13
2012,1140,14
2012,1233,14
2012,1313,15
2012,1254,16
2013,1231,1
2013,1274,2
2013,1266,3
2013,1393,4
2013,1424,5
2013,1139,6
2013,1228,7
2013,1301,8
2013,1396,9
2013,1160,10
2013,1137,11
2013,1143,12
2013,1285,13
2013,1172,14
2013,1334,15
2013,1241,16
2013,1254,16
2013,1242,1
2013,1207,2
2013,1196,3
2013,1276,4
2013,1433,5
2013,1417,6
2013,1361,7
2013,1314,8
2013,1437,9
2013,1328,10
2013,1278,11
2013,1103,12
2013,1355,13
2013,1322,14
2013,1195,15
2013,1443,16
2013,1257,1
2013,1181,2
2013,1277,3
2013,1387,4
2013,1329,5
2013,1272,6
2013,1166,7
2013,1161,8
2013,1281,9
2013,1153,10
2013,1292,11
2013,1388,11
2013,1332,12
2013,1308,13
2013,1434,14
2013,1107,15
2013,1251,16
2013,1299,16
2013,1211,1
2013,1326,2
2013,1307,3
2013,1243,4
2013,1458,5
2013,1112,6
2013,1323,7
2013,1338,8
2013,1455,9
2013,1235,10
2013,1125,11
2013,1279,12
2013,1129,13
2013,1247,13
2013,1217,14
2013,1233,15
2013,1380,16
2014,1438,1
2014,1437,2
2014,1235,3
2014,1277,4
2014,1153,5
2014,1314,6
2014,1163,7
2014,1272,8
2014,1203,9
2014,1386,10
2014,1344,11
2014,1217,12
2014,1174,13
2014,1300,14
2014,1454,15
2014,1157,16
2014,1196,1
2014,1242,2
2014,1393,3
2014,1417,4
2014,1433,5
2014,1326,6
2014,1307,7
2014,1160,8
2014,1338,9
2014,1390,10
2014,1173,11
2014,1372,12
2014,1409,13
2014,1444,14
2014,1184,15
2014,1107,16
2014,1291,16
2014,1455,1
2014,1276,2
2014,1181,3
2014,1257,4
2014,1387,5
2014,1269,6
2014,1400,7
2014,1246,8
2014,1243,9
2014,1113,10
2014,1234,11
2014,1397,11
2014,1301,12
2014,1462,12
2014,1264,13
2014,1273,14
2014,1459,15
2014,1142,16
2014,1411,16
2014,1112,1
2014,1458,2
2014,1166,3
2014,1361,4
2014,1328,5
2014,1124,6
2014,1332,7
2014,1211,8
2014,1329,9
2014,1140,10
2014,1304,11
2014,1295,12
2014,1308,13
2014,1418,14
2014,1110,15
2014,1451,16
2015,1437,1
2015,1438,2
2015,1328,3
2015,1257,4
2015,1320,5
2015,1344,6
2015,1277,7
2015,1301,8
2015,1261,9
2015,1208,10
2015,1129,11
2015,1173,11
2015,1461,12
2015,1414,13
2015,1107,14
2015,1125,15
2015,1248,16
2015,1181,1
2015,1211,2
2015,1235,3
2015,1207,4
2015,1428,5
2015,1374,6
2015,1234,7
2015,1361,8
2015,1385,9
2015,1172,10
2015,1417,11
2015,1372,12
2015,1186,13
2015,1412,14
2015,1295,15
2015,1316,16
2015,1352,16
2015,1246,1
2015,1242,2
2015,1323,3
2015,1268,4
2015,1452,5
2015,1139,6
2015,1455,7
2015,1153,8
2015,1345,9
2015,1231,10
2015,1400,11
2015,1138,12
2015,1434,13
2015,1318,14
2015,1308,15
2015,1214,16
2015,1264,16
2015,1458,1
2015,1112,2
2015,1124,3
2015,1314,4
2015,1116,5
2015,1462,6
2015,1433,7
2015,1332,8
2015,1329,9
2015,1326,10
2015,1140,11
2015,1279,11
2015,1459,12
2015,1217,13
2015,1209,14
2015,1411,15
2015,1157,16
2016,1314,1
2016,1462,2
2016,1452,3
2016,1246,4
2016,1231,5
2016,1323,6
2016,1458,7
2016,1425,8
2016,1344,9
2016,1338,10
2016,1276,11
2016,1409,11
2016,1151,12
2016,1392,13
2016,1372,14
2016,1451,15
2016,1192,16
2016,1195,16
2016,1438,1
2016,1277,2
2016,1428,3
2016,1235,4
2016,1345,5
2016,1371,6
2016,1173,7
2016,1403,8
2016,1139,9
2016,1393,10
2016,1211,11
2016,1114,12
2016,1233,13
2016,1201,14
2016,1292,15
2016,1214,16
2016,1242,1
2016,1437,2
2016,1274,3
2016,1143,4
2016,1268,5
2016,1112,6
2016,1234,7
2016,1160,8
2016,1163,9
2016,1396,10
2016,1435,11
2016,1455,11
2016,1355,12
2016,1218,13
2016,1138,14
2016,1421,15
2016,1122,16
2016,1332,1
2016,1328,2
2016,1401,3
2016,1181,4
2016,1124,5
2016,1400,6
2016,1333,7
2016,1386,8
2016,1153,9
2016,1433,10
2016,1320,11
2016,1463,12
2016,1423,13
2016,1453,14
2016,1167,15
2016,1221,16
2016,1380,16
2017,1437,1
2017,1181,2
2017,1124,3
2017,1196,4
2017,1438,5
2017,1374,6
2017,1376,7
2017,1458,8
2017,1439,9
2017,1266,10
2017,1344,11
2017,1425,11
2017,1423,12
2017,1190,13
2017,1308,14
2017,1407,15
2017,1291,16
2017,1309,16
2017,1211,1
2017,1112,2
2017,1199,3
2017,1452,4
2017,1323,5
2017,1268,6
2017,1388,7
2017,1321,8
2017,1435,9
2017,1433,10
2017,1462,11
2017,1343,12
2017,1137,13
2017,1195,14
2017,1315,15
2017,1355,16
2017,1242,1
2017,1257,2
2017,1332,3
2017,1345,4
2017,1235,5
2017,1166,6
2017,1276,7
2017,1274,8
2017,1277,9
2017,1329,10
2017,1348,11
2017,1305,12
2017,1436,13
2017,1233,14
2017,1240,15
2017,1300,16
2017,1413,16
2017,1314,1
2017,1246,2
2017,1417,3
2017,1139,4
2017,1278,5
2017,1153,6
2017,1173,7
2017,1116,8
2017,1371,9
2017,1455,10
2017,1243,11
2017,1448,11
2017,1292,12
2017,1457,13
2017,1245,14
2017,1297,15
2017,1411,16
2018,1437,1
2018,1345,2
2018,1403,3
2018,1455,4
2018,1452,5
2018,1196,6
2018,1116,7
2018,1439,8
2018,1104,9
2018,1139,10
2018,1382,11
2018,1417,11
2018,1293,12
2018,1267,13
2018,1372,14
2018,1168,15
2018,1254,16
2018,1347,16
2018,1242,1
2018,1181,2
2018,1277,3
2018,1120,4
2018,1155,5
2018,1395,6
2018,1348,7
2018,1371,8
2018,1301,9
2018,1328,10
2018,1113,11
2018,1393,11
2018,1308,12
2018,1158,13
2018,1137,14
2018,1233,15
2018,1335,16
2018,1438,1
2018,1153,2
2018,1397,3
2018,1112,4
2018,1246,5
2018,1274,6
2018,1305,7
2018,1166,8
2018,1243,9
2018,1400,10
2018,1260,11
2018,1172,12
2018,1138,13
2018,1460,14
2018,1209,15
2018,1420,16
2018,1462,1
2018,1314,2
2018,1276,3
2018,1211,4
2018,1326,5
2018,1222,6
2018,1401,7
2018,1281,8
2018,1199,9
2018,1344,10
2018,1361,11
2018,1355,12
2018,1422,13
2018,1285,14
2018,1252,15
2018,1300,16
2018,1411,16
2019,1181,1
2019,1277,2
2019,1261,3
2019,1439,4
2019,1280,5
2019,1268,6
2019,1257,7
2019,1433,8
2019,1416,9
2019,1278,10
2019,1125,11
2019,1396,11
2019,1251,12
2019,1387,13
2019,1463,14
2019,1133,15
2019,1295,16
2019,1300,16
2019,1211,1
2019,1276,2
2019,1403,3
2019,1199,4
2019,1266,5
2019,1138,6
2019,1305,7
2019,1393,8
2019,1124,9
2019,1196,10
2019,1113,11
2019,1385,11
2019,1293,12
2019,1436,13
2019,1297,14
2019,1285,15
2019,1192,16
2019,1341,16
2019,1314,1
2019,1246,2
2019,1222,3
2019,1242,4
2019,1120,5
2019,1235,6
2019,1459,7
2019,1429,8
2019,1449,9
2019,1371,10
2019,1326,11
2019,1308,12
2019,1318,13
2019,1209,14
2019,1101,15
2019,1233,16
2019,1438,1
2019,1397,2
2019,1345,3
2019,1243,4
2019,1458,5
2019,1437,6
2019,1153,7
2019,1279,8
2019,1328,9
2019,1234,10
2019,1388,11
2019,1332,12
2019,1414,13
2019,1330,14
2019,1159,15
2019,1205,16
2021,1276,1
2021,1104,2
2021,1400,3
2021,1199,4
2021,1160,5
2021,1140,6
2021,1163,7
2021,1261,8
2021,1382,9
2021,1268,10
2021,1277,11
2021,1417,11
2021,1207,12
2021,1422,13
2021,1101,14
2021,1233,15
2021,1291,16
2021,1411,16
2021,1211,1
2021,1234,2
2021,1242,3
2021,1438,4
2021,1166,5
2021,1425,6
2021,1332,7
2021,1328,8
2021,1281,9
2021,1433,10
2021,1179,11
2021,1455,11
2021,1364,12
2021,1325,13
2021,1186,14
2021,1213,15
2021,1111,16
2021,1313,16
2021,1228,1
2021,1222,2
2021,1452,3
2021,1329,4
2021,1397,5
2021,1361,6
2021,1155,7
2021,1260,8
2021,1210,9
2021,1353,10
2021,1393,11
2021,1333,12
2021,1251,13
2021,1287,14
2021,1156,15
2021,1180,16
2021,1124,1
2021,1326,2
2021,1116,3
2021,1345,4
2021,1437,5
2021,1403,6
2021,1196,7
2021,1314,8
2021,1458,9
2021,1439,10
2021,1429,11
2021,1457,12
2021,1317,13
2021,1159,14
2021,1331,15
2021,1216,16
2022,1124,1
2022,1246,2
2022,1345,3
2022,1417,4
2022,1388,5
2022,1400,6
2022,1293,7
2022,1314,8
2022,1266,9
2022,1362,10
2022,1439,11
2022,1231,12
2022,1461,12
2022,1103,13
2022,1463,14
2022,1389,15
2022,1313,16
2022,1211,1
2022,1181,2
2022,1403,3
2022,1116,4
2022,1163,5
2022,1104,6
2022,1277,7
2022,1129,8
2022,1272,9
2022,1172,10
2022,1323,11
2022,1353,11
2022,1308,12
2022,1436,13
2022,1286,14
2022,1168,15
2022,1209,16
2022,1242,1
2022,1120,2
2022,1458,3
2022,1344,4
2022,1234,5
2022,1261,6
2022,1425,7
2022,1361,8
2022,1166,9
2022,1274,10
2022,1235,11
2022,1350,12
2022,1355,13
2022,1159,14
2022,1240,15
2022,1394,16
2022,1411,16
2022,1112,1
2022,1437,2
2022,1397,3
2022,1228,4
2022,1222,5
2022,1161,6
2022,1326,7
2022,1371,8
2022,1395,9
2022,1260,10
2022,1276,11
2022,1412,12
2022,1151,13
2022,1255,14
2022,1174,15
2022,1136,16
2022,1460,16
2023,1345,1
2023,1266,2
2023,1243,3
2023,1397,4
2023,1181,5
2023,1246,6
2023,1277,7
2023,1272,8
2023,1194,9
2023,1425,10
2023,1344,11
2023,1331,12
2023,1418,13
2023,1286,14
2023,1436,15
2023,1192,16
2023,1411,16
2023,1104,1
2023,1112,2
2023,1124,3
2023,1438,4
2023,1361,5
2023,1166,6
2023,1281,7
2023,1268,8
2023,1452,9
2023,1429,10
2023,1301,11
2023,1158,12
2023,1202,13
2023,1364,14
2023,1343,15
2023,1369,16
2023,1394,16
2023,1222,1
2023,1400,2
2023,1462,3
2023,1231,4
2023,1274,5
2023,1235,6
2023,1401,7
2023,1234,8
2023,1120,9
2023,1336,10
2023,1280,11
2023,1338,11
2023,1179,12
2023,1245,13
2023,1244,14
2023,1159,15
2023,1297,16
2023,1242,1
2023,1417,2
2023,1211,3
2023,1163,4
2023,1388,5
2023,1395,6
2023,1321,7
2023,1116,8
2023,1228,9
2023,1129,10
2023,1113,11
2023,1305,11
2023,1433,12
2023,1233,13
2023,1213,14
2023,1421,15
2023,1224,16
1998,3330,1
1998,3163,2
1998,3112,3
1998,3301,4
1998,3272,5
1998,3438,6
1998,3208,7
1998,3307,8
1998,3304,9
1998,3203,10
1998,3374,11
1998,3464,12
1998,3263,13
1998,3365,14
1998,3193,15
1998,3384,16
1998,3403,1
1998,3104,2
1998,3256,3
1998,3345,4
1998,3179,5
1998,3155,6
1998,3417,7
1998,3283,8
1998,3323,9
1998,3276,10
1998,3274,11
1998,3161,12
1998,3449,13
1998,3221,14
1998,3422,15
1998,3212,16
1998,3397,1
1998,3314,2
1998,3228,3
1998,3235,4
1998,3353,5
1998,3435,6
1998,3198,7
1998,3443,8
1998,3372,9
1998,3266,10
1998,3364,11
1998,3332,12
1998,3245,13
1998,3453,14
1998,3224,15
1998,3251,16
1998,3390,1
1998,3181,2
1998,3196,3
1998,3234,4
1998,3242,5
1998,3458,6
1998,3428,7
1998,3218,8
1998,3116,9
1998,3257,10
1998,3439,11
1998,3408,12
1998,3269,13
1998,3285,14
1998,3292,15
1998,3217,16
1999,3397,1
1999,3330,2
1999,3181,3
1999,3439,4
1999,3120,5
1999,3408,6
1999,3390,7
1999,3130,8
1999,3326,9
1999,3263,10
1999,3386,11
1999,3400,12
1999,3389,13
1999,3221,14
1999,3399,15
1999,3111,16
1999,3163,1
1999,3155,2
1999,3208,3
1999,3235,4
1999,3332,5
1999,3405,6
1999,3228,7
1999,3462,8
1999,3198,9
1999,3257,10
1999,3374,11
1999,3153,12
1999,3365,13
1999,3251,14
1999,3197,15
1999,3384,16
1999,3345,1
1999,3403,2
1999,3353,3
1999,3314,4
1999,3104,5
1999,3112,6
1999,3280,7
1999,3266,8
1999,3242,9
1999,3301,10
1999,3196,11
1999,3212,12
1999,3318,13
1999,3171,14
1999,3372,15
1999,3331,16
1999,3256,1
1999,3161,2
1999,3417,3
1999,3261,4
1999,3323,5
1999,3246,6
1999,3283,7
1999,3336,8
1999,3438,9
1999,3364,10
1999,3304,11
1999,3388,12
1999,3191,13
1999,3453,14
1999,3169,15
1999,3416,16
2000,3163,1
2000,3181,2
2000,3261,3
2000,3345,4
2000,3328,5
2000,3462,6
2000,3266,7
2000,3179,8
2000,3155,9
2000,3443,10
2000,3372,11
2000,3140,12
2000,3171,13
2000,3251,14
2000,3144,15
2000,3214,16
2000,3256,1
2000,3336,2
2000,3235,3
2000,3330,4
2000,3301,5
2000,3228,6
2000,3120,7
2000,3242,8
2000,3435,9
2000,3283,10
2000,3428,11
2000,3374,12
2000,3453,13
2000,3384,14
2000,3464,15
2000,3108,16
2000,3397,1
2000,3323,2
2000,3403,3
2000,3438,4
2000,3130,5
2000,3408,6
2000,3203,7
2000,3112,8
2000,3245,9
2000,3417,10
2000,3436,11
2000,3304,12
2000,3337,13
2000,3399,14
2000,3360,15
2000,3202,16
2000,3208,1
2000,3353,2
2000,3280,3
2000,3364,4
2000,3314,5
2000,3332,6
2000,3400,7
2000,3276,8
2000,3390,9
2000,3386,10
2000,3412,11
2000,3263,12
2000,3349,13
2000,3389,14
2000,3221,15
2000,3285,16
2001,3163,1
2001,3208,2
2001,3256,3
2001,3301,4
2001,3437,5
2001,3336,6
2001,3458,7
2001,3268,8
2001,3161,9
2001,3281,10
2001,3395,11
2001,3179,12
2001,3174,13
2001,3209,14
2001,3251,15
2001,3254,16
2001,3323,1
2001,3235,2
2001,3435,3
2001,3234,4
2001,3428,5
2001,3160,6
2001,3199,7
2001,3276,8
2001,3438,9
2001,3408,10
2001,3373,11
2001,3193,12
2001,3332,13
2001,3226,14
2001,3224,15
2001,3108,16
2001,3397,1
2001,3403,2
2001,3345,3
2001,3462,4
2001,3155,5
2001,3261,6
2001,3439,7
2001,3400,8
2001,3388,9
2001,3176,10
2001,3113,11
2001,3151,12
2001,3257,13
2001,3364,14
2001,3335,15
2001,3122,16
2001,3181,1
2001,3328,2
2001,3196,3
2001,3353,4
2001,3283,5
2001,3449,6
2001,3203,7
2001,3124,8
2001,3116,9
2001,3390,10
2001,3330,11
2001,3405,12
2001,3372,13
2001,3221,14
2001,3331,15
2001,3454,16
2002,3181,1
2002,3124,2
2002,3376,3
2002,3400,4
2002,3256,5
2002,3153,6
2002,3179,7
2002,3395,8
2002,3231,9
2002,3393,10
2002,3389,11
2002,3364,12
2002,3453,13
2002,3251,14
2002,3137,15
2002,3313,16
2002,3328,1
2002,3390,2
2002,3160,3
2002,3403,4
2002,3130,5
2002,3261,6
2002,3161,7
2002,3337,8
2002,3437,9
2002,3408,10
2002,3365,11
2002,3280,12
2002,3372,13
2002,3380,14
2002,3451,15
2002,3216,16
2002,3163,1
2002,3345,2
2002,3243,3
2002,3336,4
2002,3198,5
2002,3116,6
2002,3330,7
2002,3438,8
2002,3234,9
2002,3208,10
2002,3155,11
2002,3166,12
2002,3151,13
2002,3245,14
2002,3122,15
2002,3384,16
2002,3435,1
2002,3397,2
2002,3235,3
2002,3314,4
2002,3278,5
2002,3196,6
2002,3323,7
2002,3458,8
2002,3113,9
2002,3307,10
2002,3140,11
2002,3424,12
2002,3217,13
2002,3396,14
2002,3209,15
2002,3324,16
2003,3163,1
2003,3345,2
2003,3243,3
2003,3435,4
2003,3130,5
2003,3112,6
2003,3439,7
2003,3277,8
2003,3395,9
2003,3210,10
2003,3323,11
2003,3330,12
2003,3251,13
2003,3217,14
2003,3434,15
2003,3131,16
2003,3261,1
2003,3400,2
2003,3390,3
2003,3326,4
2003,3256,5
2003,3278,6
2003,3116,7
2003,3453,8
2003,3449,9
2003,3153,10
2003,3408,11
2003,3337,12
2003,3451,13
2003,3444,14
2003,3214,15
2003,3402,16
2003,3397,1
2003,3437,2
2003,3314,3
2003,3336,4
2003,3376,5
2003,3160,6
2003,3203,7
2003,3438,8
2003,3228,9
2003,3328,10
2003,3140,11
2003,3151,12
2003,3221,13
2003,3122,14
2003,3384,15
2003,3106,16
2003,3181,1
2003,3403,2
2003,3280,3
2003,3353,4
2003,3208,5
2003,3307,6
2003,3364,7
2003,3428,8
2003,3177,9
2003,3462,10
2003,3274,11
2003,3150,12
2003,3443,13
2003,3264,14
2003,3283,15
2003,3209,16
2004,3336,1
2004,3163,2
2004,3222,3
2004,3314,4
2004,3323,5
2004,3160,6
2004,3120,7
2004,3439,8
2004,3234,9
2004,3301,10
2004,3364,11
2004,3283,12
2004,3292,13
2004,3453,14
2004,3335,15
2004,3214,16
2004,3181,1
2004,3243,2
2004,3130,3
2004,3403,4
2004,3256,5
2004,3326,6
2004,3278,7
2004,3330,8
2004,3266,9
2004,3417,10
2004,3452,11
2004,3285,12
2004,3263,13
2004,3185,14
2004,3434,15
2004,3322,16
2004,3397,1
2004,3435,2
2004,3328,3
2004,3124,4
2004,3196,5
2004,3390,6
2004,3353,7
2004,3203,8
2004,3177,9
2004,3151,10
2004,3281,11
2004,3307,12
2004,3258,13
2004,3265,14
2004,3252,15
2004,3159,16
2004,3400,1
2004,3345,2
2004,3208,3
2004,3261,4
2004,3274,5
2004,3395,6
2004,3437,7
2004,3277,8
2004,3112,9
2004,3279,10
2004,3396,11
2004,3268,12
2004,3122,13
2004,3251,14
2004,3384,15
2004,3380,16
2005,3261,1
2005,3181,2
2005,3400,3
2005,3336,4
2005,3177,5
2005,3208,6
2005,3130,7
2005,3328,8
2005,3112,9
2005,3222,10
2005,3349,11
2005,3439,12
2005,3251,13
2005,3331,14
2005,3145,15
2005,3391,16
2005,3314,1
2005,3124,2
2005,3278,3
2005,3323,4
2005,3113,5
2005,3438,6
2005,3395,7
2005,3279,8
2005,3203,9
2005,3332,10
2005,3330,11
2005,3184,12
2005,3364,13
2005,3384,14
2005,3229,15
2005,3164,16
2005,3277,1
2005,3390,2
2005,3163,3
2005,3243,4
2005,3435,5
2005,3199,6
2005,3235,7
2005,3425,8
2005,3257,9
2005,3428,10
2005,3350,11
2005,3285,12
2005,3132,13
2005,3171,14
2005,3365,15
2005,3108,16
2005,3397,1
2005,3326,2
2005,3353,3
2005,3403,4
2005,3301,5
2005,3396,6
2005,3268,7
2005,3307,8
2005,3345,9
2005,3453,10
2005,3256,11
2005,3292,12
2005,3426,13
2005,3216,14
2005,3221,15
2005,3441,16
2006,3326,1
2006,3268,2
2006,3124,3
2006,3113,4
2006,3428,5
2006,3196,6
2006,3385,7
2006,3130,8
2006,3323,9
2006,3143,10
2006,3307,11
2006,3292,12
2006,3372,13
2006,3319,14
2006,3357,15
2006,3324,16
2006,3314,1
2006,3397,2
2006,3353,3
2006,3345,4
2006,3417,5
2006,3401,6
2006,3203,7
2006,3435,8
2006,3257,9
2006,3330,10
2006,3395,11
2006,3132,12
2006,3283,13
2006,3171,14
2006,3119,15
2006,3415,16
2006,3181,1
2006,3163,2
2006,3208,3
2006,3277,4
2006,3246,5
2006,3396,6
2006,3439,7
2006,3425,8
2006,3378,9
2006,3281,10
2006,3216,11
2006,3151,12
2006,3454,13
2006,3265,14
2006,3164,15
2006,3380,16
2006,3261,1
2006,3328,2
2006,3390,3
2006,3177,4
2006,3301,5
2006,3199,6
2006,3140,7
2006,3278,8
2006,3449,9
2006,3234,10
2006,3256,11
2006,3409,12
2006,3251,13
2006,3369,14
2006,3337,15
2006,3194,16
2007,3314,1
2007,3345,2
2007,3208,3
2007,3401,4
2007,3203,5
2007,3235,6
2007,3210,7
2007,3143,8
2007,3323,9
2007,3177,10
2007,3449,11
2007,3129,12
2007,3426,13
2007,3125,14
2007,3331,15
2007,3341,16
2007,3397,1
2007,3268,2
2007,3328,3
2007,3326,4
2007,3292,5
2007,3266,6
2007,3279,7
2007,3338,8
2007,3241,9
2007,3395,10
2007,3418,11
2007,3211,12
2007,3265,13
2007,3369,14
2007,3217,15
2007,3179,16
2007,3163,1
2007,3390,2
2007,3261,3
2007,3301,4
2007,3124,5
2007,3462,6
2007,3330,7
2007,3307,8
2007,3453,9
2007,3199,10
2007,3452,11
2007,3151,12
2007,3352,13
2007,3421,14
2007,3226,15
2007,3420,16
2007,3181,1
2007,3435,2
2007,3113,3
2007,3353,4
2007,3277,5
2007,3257,6
2007,3132,7
2007,3396,8
2007,3304,9
2007,3329,10
2007,3140,11
2007,3174,12
2007,3187,13
2007,3415,14
2007,3175,15
2007,3221,16
2008,3163,1
2008,3353,2
2008,3143,3
2008,3438,4
2008,3330,5
2008,3203,6
2008,3235,7
2008,3400,8
2008,3278,9
2008,3210,10
2008,3120,11
2008,3251,12
2008,3364,13
2008,3360,14
2008,3352,15
2008,3165,16
2008,3268,1
2008,3390,2
2008,3124,3
2008,3435,4
2008,3452,5
2008,3338,6
2008,3431,7
2008,3304,8
2008,3462,9
2008,3443,10
2008,3461,11
2008,3307,12
2008,3285,13
2008,3201,14
2008,3156,15
2008,3164,16
2008,3314,1
2008,3261,2
2008,3329,3
2008,3257,4
2008,3243,5
2008,3326,6
2008,3265,7
2008,3208,8
2008,3234,9
2008,3177,10
2008,3199,11
2008,3151,12
2008,3275,13
2008,3190,14
2008,3238,15
2008,3137,16
2008,3397,1
2008,3401,2
2008,3181,3
2008,3328,4
2008,3323,5
2008,3113,6
2008,3393,7
2008,3428,8
2008,3345,9
2008,3216,10
2008,3396,11
2008,3374,12
2008,3229,13
2008,3293,14
2008,3427,15
2008,3331,16
2009,3181,1
2009,3390,2
2009,3326,3
2009,3235,4
2009,3397,5
2009,3400,6
2009,3177,7
2009,3292,8
2009,3277,9
2009,3361,10
2009,3280,11
2009,3123,12
2009,3190,13
2009,3357,14
2009,3364,15
2009,3122,16
2009,3163,1
2009,3401,2
2009,3199,3
2009,3143,4
2009,3438,5
2009,3113,6
2009,3323,7
2009,3196,8
2009,3396,9
2009,3278,10
2009,3208,11
2009,3265,12
2009,3201,13
2009,3299,14
2009,3191,15
2009,3436,16
2009,3328,1
2009,3120,2
2009,3314,3
2009,3338,4
2009,3462,5
2009,3345,6
2009,3353,7
2009,3234,8
2009,3210,9
2009,3433,10
2009,3150,11
2009,3211,12
2009,3285,13
2009,3416,14
2009,3250,15
2009,3341,16
2009,3268,1
2009,3124,2
2009,3257,3
2009,3435,4
2009,3243,5
2009,3261,6
2009,3355,7
2009,3437,8
2009,3428,9
2009,3395,10
2009,3453,11
2009,3180,12
2009,3441,13
2009,3251,14
2009,3427,15
2009,3171,16
2010,3163,1
2010,3326,2
2010,3199,3
2010,3235,4
2010,3438,5
2010,3385,6
2010,3280,7
2010,3396,8
2010,3241,9
2010,3292,10
2010,3343,11
2010,3453,12
2010,3250,13
2010,3256,14
2010,3384,15
2010,3380,16
2010,3397,1
2010,3181,2
2010,3452,3
2010,3124,4
2010,3207,5
2010,3400,6
2010,3261,7
2010,3173,8
2010,3395,9
2010,3216,10
2010,3361,11
2010,3265,12
2010,3201,13
2010,3249,14
2010,3214,15
2010,3122,16
2010,3304,1
2010,3323,2
2010,3328,3
2010,3246,4
2010,3277,5
2010,3210,6
2010,3458,7
2010,3417,8
2010,3301,9
2010,3436,10
2010,3114,11
2010,3132,12
2010,3251,13
2010,3355,14
2010,3156,15
2010,3320,16
2010,3390,1
2010,3401,2
2010,3462,3
2010,3329,4
2010,3208,5
2010,3435,6
2010,3211,7
2010,3234,8
2010,3353,9
2010,3314,10
2010,3177,11
2010,3408,12
2010,3151,13
2010,3190,14
2010,3340,15
2010,3415,16
2011,3124,1
2011,3401,2
2011,3199,3
2011,3277,4
2011,3453,5
2011,3208,6
2011,3353,7
2011,3222,8
2011,3452,9
2011,3256,10
2011,3292,11
2011,3114,12
2011,3320,13
2011,3359,14
2011,3270,15
2011,3341,16
2011,3390,1
2011,3462,2
2011,3417,3
2011,3246,4
2011,3314,5
2011,3234,6
2011,3257,7
2011,3403,8
2011,3385,9
2011,3435,10
2011,3211,11
2011,3201,12
2011,3214,13
2011,3285,14
2011,3355,15
2011,3413,16
2011,3397,1
2011,3323,2
2011,3274,3
2011,3326,4
2011,3210,5
2011,3328,6
2011,3113,7
2011,3266,8
2011,3400,9
2011,3396,10
2011,3241,11
2011,3132,12
2011,3416,13
2011,3205,14
2011,3428,15
2011,3391,16
2011,3163,1
2011,3181,2
2011,3177,3
2011,3268,4
2011,3207,5
2011,3336,6
2011,3235,7
2011,3243,8
2011,3345,9
2011,3265,10
2011,3173,11
2011,3343,12
2011,3384,13
2011,3298,14
2011,3404,15
2011,3216,16
2012,3124,1
2012,3397,2
2012,3174,3
2012,3210,4
2012,3207,5
2012,3304,6
2012,3177,7
2012,3326,8
2012,3196,9
2012,3140,10
2012,3242,11
2012,3201,12
2012,3357,13
2012,3114,14
2012,3404,15
2012,3364,16
2012,3390,1
2012,3181,2
2012,3385,3
2012,3345,4
2012,3376,5
2012,3328,6
2012,3435,7
2012,3452,8
2012,3400,9
2012,3292,10
2012,3276,11
2012,3185,12
2012,3355,13
2012,3166,14
2012,3359,15
2012,3214,16
2012,3163,1
2012,3246,2
2012,3274,3
2012,3336,4
2012,3261,5
2012,3353,6
2012,3453,7
2012,3243,8
2012,3343,9
2012,3235,10
2012,3211,11
2012,3361,12
2012,3431,13
2012,3226,14
2012,3270,15
2012,3341,16
2012,3323,1
2012,3268,2
2012,3401,3
2012,3208,4
2012,3382,5
2012,3116,6
2012,3257,7
2012,3143,8
2012,3234,9
2012,3277,10
2012,3173,11
2012,3195,12
2012,3265,13
2012,3107,14
2012,3298,15
2012,3251,16
2013,3163,1
2013,3246,2
2013,3314,3
2013,3268,4
2013,3277,5
2013,3174,6
2013,3173,7
2013,3435,8
2013,3386,9
2013,3385,10
2013,3452,11
2013,3265,12
2013,3346,13
2013,3107,14
2013,3298,15
2013,3225,16
2013,3323,1
2013,3181,2
2013,3401,3
2013,3376,4
2013,3160,5
2013,3304,6
2013,3329,7
2013,3274,8
2013,3234,9
2013,3177,10
2013,3151,11
2013,3242,12
2013,3355,13
2013,3455,14
2013,3214,15
2013,3404,16
2013,3124,1
2013,3397,2
2013,3417,3
2013,3345,4
2013,3257,5
2013,3328,6
2013,3393,7
2013,3199,8
2013,3343,9
2013,3166,10
2013,3141,11
2013,3292,12
2013,3251,13
